,Datetime,Weekday,Part of the day
2505,2017-06-25 12:00:00,Sunday,Morning
2506,2017-06-25 16:00:00,Sunday,Afternoon
2507,2017-06-25 18:00:00,Sunday,Afternoon
2508,2017-06-25 19:00:00,Sunday,Afternoon
2509,2017-06-25 20:00:00,Sunday,Afternoon
2510,2017-06-25 22:00:00,Sunday,Night
2511,2017-06-25 23:00:00,Sunday,Night
2512,2017-06-26 07:00:00,Monday,Morning
2513,2017-06-26 08:00:00,Monday,Morning
2514,2017-06-26 09:00:00,Monday,Morning
2515,2017-06-26 10:00:00,Monday,Morning
2516,2017-06-26 11:00:00,Monday,Morning
2517,2017-06-26 13:00:00,Monday,Morning
2518,2017-06-26 14:00:00,Monday,Afternoon
2519,2017-06-26 15:00:00,Monday,Afternoon
2520,2017-06-26 16:00:00,Monday,Afternoon
2521,2017-06-26 17:00:00,Monday,Afternoon
2522,2017-06-26 18:00:00,Monday,Afternoon
2523,2017-06-26 19:00:00,Monday,Afternoon
2524,2017-06-26 20:00:00,Monday,Afternoon
2525,2017-06-26 21:00:00,Monday,Afternoon
2526,2017-06-26 22:00:00,Monday,Night
2527,2017-06-26 23:00:00,Monday,Night
2528,2017-06-27 07:00:00,Tuesday,Morning
2529,2017-06-27 08:00:00,Tuesday,Morning
2530,2017-06-27 10:00:00,Tuesday,Morning
2531,2017-06-27 12:00:00,Tuesday,Morning
2532,2017-06-27 13:00:00,Tuesday,Morning
2533,2017-06-27 14:00:00,Tuesday,Afternoon
2534,2017-06-27 15:00:00,Tuesday,Afternoon
2535,2017-06-27 16:00:00,Tuesday,Afternoon
2536,2017-06-27 17:00:00,Tuesday,Afternoon
2537,2017-06-27 19:00:00,Tuesday,Afternoon
2538,2017-06-27 20:00:00,Tuesday,Afternoon
2539,2017-06-27 21:00:00,Tuesday,Afternoon
2540,2017-06-27 22:00:00,Tuesday,Night
2541,2017-06-27 23:00:00,Tuesday,Night
2542,2017-06-28 08:00:00,Wednesday,Morning
2543,2017-06-28 09:00:00,Wednesday,Morning
2544,2017-06-28 10:00:00,Wednesday,Morning
2545,2017-06-28 11:00:00,Wednesday,Morning
2546,2017-06-28 12:00:00,Wednesday,Morning
2547,2017-06-28 13:00:00,Wednesday,Morning
2548,2017-06-28 15:00:00,Wednesday,Afternoon
2549,2017-06-28 16:00:00,Wednesday,Afternoon
2550,2017-06-28 17:00:00,Wednesday,Afternoon
2551,2017-06-28 18:00:00,Wednesday,Afternoon
2552,2017-06-28 19:00:00,Wednesday,Afternoon
2553,2017-06-28 20:00:00,Wednesday,Afternoon
2554,2017-06-28 21:00:00,Wednesday,Afternoon
2555,2017-06-28 22:00:00,Wednesday,Night
2556,2017-06-29 00:00:00,Thursday,Night
2557,2017-06-29 01:00:00,Thursday,Night
2558,2017-06-29 02:00:00,Thursday,Night
2559,2017-06-29 09:00:00,Thursday,Morning
2560,2017-06-29 10:00:00,Thursday,Morning
2561,2017-06-29 11:00:00,Thursday,Morning
2562,2017-06-29 12:00:00,Thursday,Morning
2563,2017-06-29 14:00:00,Thursday,Afternoon
2564,2017-06-29 15:00:00,Thursday,Afternoon
2565,2017-06-29 17:00:00,Thursday,Afternoon
2566,2017-06-29 18:00:00,Thursday,Afternoon
2567,2017-06-29 19:00:00,Thursday,Afternoon
2568,2017-06-29 20:00:00,Thursday,Afternoon
2569,2017-06-29 21:00:00,Thursday,Afternoon
2570,2017-06-29 22:00:00,Thursday,Night
2571,2017-06-29 23:00:00,Thursday,Night
2572,2017-06-30 01:00:00,Friday,Night
2573,2017-06-30 06:00:00,Friday,Morning
2574,2017-06-30 07:00:00,Friday,Morning
2575,2017-06-30 08:00:00,Friday,Morning
2576,2017-06-30 09:00:00,Friday,Morning
2577,2017-06-30 10:00:00,Friday,Morning
2578,2017-06-30 12:00:00,Friday,Morning
2579,2017-06-30 13:00:00,Friday,Morning
2580,2017-06-30 14:00:00,Friday,Afternoon
2581,2017-06-30 15:00:00,Friday,Afternoon
2582,2017-06-30 16:00:00,Friday,Afternoon
2583,2017-06-30 17:00:00,Friday,Afternoon
2584,2017-06-30 18:00:00,Friday,Afternoon
2585,2017-06-30 19:00:00,Friday,Afternoon
2586,2017-06-30 20:00:00,Friday,Afternoon
2587,2017-06-30 21:00:00,Friday,Afternoon
2588,2017-06-30 23:00:00,Friday,Night
2589,2017-07-01 06:00:00,Saturday,Morning
2590,2017-07-01 11:00:00,Saturday,Morning
2591,2017-07-01 12:00:00,Saturday,Morning
2592,2017-07-01 14:00:00,Saturday,Afternoon
2593,2017-07-01 15:00:00,Saturday,Afternoon
2594,2017-07-01 17:00:00,Saturday,Afternoon
2595,2017-07-01 18:00:00,Saturday,Afternoon
2596,2017-07-01 20:00:00,Saturday,Afternoon
2597,2017-07-01 22:00:00,Saturday,Night
2598,2017-07-02 06:00:00,Sunday,Morning
2599,2017-07-02 07:00:00,Sunday,Morning
2600,2017-07-02 09:00:00,Sunday,Morning
2601,2017-07-02 12:00:00,Sunday,Morning
2602,2017-07-02 13:00:00,Sunday,Morning
2603,2017-07-02 16:00:00,Sunday,Afternoon
2604,2017-07-02 18:00:00,Sunday,Afternoon
2605,2017-07-02 19:00:00,Sunday,Afternoon
2606,2017-07-02 20:00:00,Sunday,Afternoon
2607,2017-07-02 21:00:00,Sunday,Afternoon
2608,2017-07-02 22:00:00,Sunday,Night
2609,2017-07-02 23:00:00,Sunday,Night
2610,2017-07-03 00:00:00,Monday,Night
2611,2017-07-03 01:00:00,Monday,Night
2612,2017-07-03 04:00:00,Monday,Night
2613,2017-07-03 06:00:00,Monday,Morning
2614,2017-07-03 07:00:00,Monday,Morning
2615,2017-07-03 08:00:00,Monday,Morning
2616,2017-07-03 09:00:00,Monday,Morning
2617,2017-07-03 10:00:00,Monday,Morning
2618,2017-07-03 11:00:00,Monday,Morning
2619,2017-07-03 12:00:00,Monday,Morning
2620,2017-07-03 14:00:00,Monday,Afternoon
2621,2017-07-03 16:00:00,Monday,Afternoon
2622,2017-07-03 17:00:00,Monday,Afternoon
2623,2017-07-03 18:00:00,Monday,Afternoon
2624,2017-07-03 19:00:00,Monday,Afternoon
2625,2017-07-03 20:00:00,Monday,Afternoon
2626,2017-07-03 21:00:00,Monday,Afternoon
2627,2017-07-03 22:00:00,Monday,Night
2628,2017-07-03 23:00:00,Monday,Night
2629,2017-07-04 07:00:00,Tuesday,Morning
2630,2017-07-04 08:00:00,Tuesday,Morning
2631,2017-07-04 09:00:00,Tuesday,Morning
2632,2017-07-04 10:00:00,Tuesday,Morning
2633,2017-07-04 11:00:00,Tuesday,Morning
2634,2017-07-04 12:00:00,Tuesday,Morning
2635,2017-07-04 13:00:00,Tuesday,Morning
2636,2017-07-04 14:00:00,Tuesday,Afternoon
2637,2017-07-04 15:00:00,Tuesday,Afternoon
2638,2017-07-04 16:00:00,Tuesday,Afternoon
2639,2017-07-04 17:00:00,Tuesday,Afternoon
2640,2017-07-04 18:00:00,Tuesday,Afternoon
2641,2017-07-04 19:00:00,Tuesday,Afternoon
2642,2017-07-04 20:00:00,Tuesday,Afternoon
2643,2017-07-04 21:00:00,Tuesday,Afternoon
2644,2017-07-04 23:00:00,Tuesday,Night
2645,2017-07-05 01:00:00,Wednesday,Night
2646,2017-07-05 07:00:00,Wednesday,Morning
2647,2017-07-05 08:00:00,Wednesday,Morning
2648,2017-07-05 09:00:00,Wednesday,Morning
2649,2017-07-05 10:00:00,Wednesday,Morning
2650,2017-07-05 12:00:00,Wednesday,Morning
2651,2017-07-05 13:00:00,Wednesday,Morning
2652,2017-07-05 14:00:00,Wednesday,Afternoon
2653,2017-07-05 15:00:00,Wednesday,Afternoon
2654,2017-07-05 16:00:00,Wednesday,Afternoon
2655,2017-07-05 17:00:00,Wednesday,Afternoon
2656,2017-07-05 18:00:00,Wednesday,Afternoon
2657,2017-07-05 19:00:00,Wednesday,Afternoon
2658,2017-07-05 20:00:00,Wednesday,Afternoon
2659,2017-07-05 21:00:00,Wednesday,Afternoon
2660,2017-07-05 23:00:00,Wednesday,Night
2661,2017-07-06 01:00:00,Thursday,Night
2662,2017-07-06 07:00:00,Thursday,Morning
2663,2017-07-06 09:00:00,Thursday,Morning
2664,2017-07-06 10:00:00,Thursday,Morning
2665,2017-07-06 12:00:00,Thursday,Morning
2666,2017-07-06 13:00:00,Thursday,Morning
2667,2017-07-06 14:00:00,Thursday,Afternoon
2668,2017-07-06 15:00:00,Thursday,Afternoon
2669,2017-07-06 16:00:00,Thursday,Afternoon
2670,2017-07-06 17:00:00,Thursday,Afternoon
2671,2017-07-06 18:00:00,Thursday,Afternoon
2672,2017-07-06 19:00:00,Thursday,Afternoon
2673,2017-07-06 20:00:00,Thursday,Afternoon
2674,2017-07-06 22:00:00,Thursday,Night
2675,2017-07-06 23:00:00,Thursday,Night
2676,2017-07-07 00:00:00,Friday,Night
2677,2017-07-07 06:00:00,Friday,Morning
2678,2017-07-07 07:00:00,Friday,Morning
2679,2017-07-07 08:00:00,Friday,Morning
2680,2017-07-07 09:00:00,Friday,Morning
2681,2017-07-07 10:00:00,Friday,Morning
2682,2017-07-07 11:00:00,Friday,Morning
2683,2017-07-07 12:00:00,Friday,Morning
2684,2017-07-07 13:00:00,Friday,Morning
2685,2017-07-07 14:00:00,Friday,Afternoon
2686,2017-07-07 15:00:00,Friday,Afternoon
2687,2017-07-07 16:00:00,Friday,Afternoon
2688,2017-07-07 17:00:00,Friday,Afternoon
2689,2017-07-07 19:00:00,Friday,Afternoon
2690,2017-07-07 20:00:00,Friday,Afternoon
2691,2017-07-07 21:00:00,Friday,Afternoon
2692,2017-07-07 22:00:00,Friday,Night
2693,2017-07-08 02:00:00,Saturday,Night
2694,2017-07-08 04:00:00,Saturday,Night
2695,2017-07-08 10:00:00,Saturday,Morning
2696,2017-07-08 12:00:00,Saturday,Morning
2697,2017-07-08 14:00:00,Saturday,Afternoon
2698,2017-07-08 15:00:00,Saturday,Afternoon
2699,2017-07-08 16:00:00,Saturday,Afternoon
2700,2017-07-08 19:00:00,Saturday,Afternoon
2701,2017-07-08 21:00:00,Saturday,Afternoon
2702,2017-07-09 00:00:00,Sunday,Night
2703,2017-07-09 02:00:00,Sunday,Night
2704,2017-07-09 04:00:00,Sunday,Night
2705,2017-07-09 05:00:00,Sunday,Night
2706,2017-07-09 07:00:00,Sunday,Morning
2707,2017-07-09 10:00:00,Sunday,Morning
2708,2017-07-09 14:00:00,Sunday,Afternoon
2709,2017-07-09 15:00:00,Sunday,Afternoon
2710,2017-07-09 16:00:00,Sunday,Afternoon
2711,2017-07-09 17:00:00,Sunday,Afternoon
2712,2017-07-09 18:00:00,Sunday,Afternoon
2713,2017-07-09 19:00:00,Sunday,Afternoon
2714,2017-07-09 20:00:00,Sunday,Afternoon
2715,2017-07-09 21:00:00,Sunday,Afternoon
2716,2017-07-09 23:00:00,Sunday,Night
2717,2017-07-10 00:00:00,Monday,Night
2718,2017-07-10 01:00:00,Monday,Night
2719,2017-07-10 02:00:00,Monday,Night
2720,2017-07-10 07:00:00,Monday,Morning
2721,2017-07-10 08:00:00,Monday,Morning
2722,2017-07-10 09:00:00,Monday,Morning
2723,2017-07-10 10:00:00,Monday,Morning
2724,2017-07-10 11:00:00,Monday,Morning
2725,2017-07-10 12:00:00,Monday,Morning
2726,2017-07-10 14:00:00,Monday,Afternoon
2727,2017-07-10 15:00:00,Monday,Afternoon
2728,2017-07-10 16:00:00,Monday,Afternoon
2729,2017-07-10 17:00:00,Monday,Afternoon
2730,2017-07-10 18:00:00,Monday,Afternoon
2731,2017-07-10 19:00:00,Monday,Afternoon
2732,2017-07-10 22:00:00,Monday,Night
2733,2017-07-11 03:00:00,Tuesday,Night
2734,2017-07-11 07:00:00,Tuesday,Morning
2735,2017-07-11 08:00:00,Tuesday,Morning
2736,2017-07-11 09:00:00,Tuesday,Morning
2737,2017-07-11 10:00:00,Tuesday,Morning
2738,2017-07-11 11:00:00,Tuesday,Morning
2739,2017-07-11 12:00:00,Tuesday,Morning
2740,2017-07-11 13:00:00,Tuesday,Morning
2741,2017-07-11 14:00:00,Tuesday,Afternoon
2742,2017-07-11 15:00:00,Tuesday,Afternoon
2743,2017-07-11 16:00:00,Tuesday,Afternoon
2744,2017-07-11 17:00:00,Tuesday,Afternoon
2745,2017-07-11 18:00:00,Tuesday,Afternoon
2746,2017-07-11 19:00:00,Tuesday,Afternoon
2747,2017-07-11 20:00:00,Tuesday,Afternoon
2748,2017-07-11 21:00:00,Tuesday,Afternoon
2749,2017-07-11 22:00:00,Tuesday,Night
2750,2017-07-11 23:00:00,Tuesday,Night
2751,2017-07-12 00:00:00,Wednesday,Night
2752,2017-07-12 01:00:00,Wednesday,Night
2753,2017-07-12 03:00:00,Wednesday,Night
2754,2017-07-12 06:00:00,Wednesday,Morning
2755,2017-07-12 08:00:00,Wednesday,Morning
2756,2017-07-12 09:00:00,Wednesday,Morning
2757,2017-07-12 10:00:00,Wednesday,Morning
2758,2017-07-12 11:00:00,Wednesday,Morning
2759,2017-07-12 12:00:00,Wednesday,Morning
2760,2017-07-12 13:00:00,Wednesday,Morning
2761,2017-07-12 14:00:00,Wednesday,Afternoon
2762,2017-07-12 15:00:00,Wednesday,Afternoon
2763,2017-07-12 16:00:00,Wednesday,Afternoon
2764,2017-07-12 17:00:00,Wednesday,Afternoon
2765,2017-07-12 18:00:00,Wednesday,Afternoon
2766,2017-07-12 19:00:00,Wednesday,Afternoon
2767,2017-07-12 21:00:00,Wednesday,Afternoon
2768,2017-07-12 22:00:00,Wednesday,Night
2769,2017-07-13 06:00:00,Thursday,Morning
2770,2017-07-13 07:00:00,Thursday,Morning
2771,2017-07-13 08:00:00,Thursday,Morning
2772,2017-07-13 09:00:00,Thursday,Morning
2773,2017-07-13 10:00:00,Thursday,Morning
2774,2017-07-13 11:00:00,Thursday,Morning
2775,2017-07-13 12:00:00,Thursday,Morning
2776,2017-07-13 13:00:00,Thursday,Morning
2777,2017-07-13 14:00:00,Thursday,Afternoon
2778,2017-07-13 15:00:00,Thursday,Afternoon
2779,2017-07-13 17:00:00,Thursday,Afternoon
2780,2017-07-13 18:00:00,Thursday,Afternoon
2781,2017-07-13 19:00:00,Thursday,Afternoon
2782,2017-07-13 20:00:00,Thursday,Afternoon
2783,2017-07-13 21:00:00,Thursday,Afternoon
2784,2017-07-13 22:00:00,Thursday,Night
2785,2017-07-13 23:00:00,Thursday,Night
2786,2017-07-14 00:00:00,Friday,Night
2787,2017-07-14 01:00:00,Friday,Night
2788,2017-07-14 07:00:00,Friday,Morning
2789,2017-07-14 08:00:00,Friday,Morning
2790,2017-07-14 10:00:00,Friday,Morning
2791,2017-07-14 13:00:00,Friday,Morning
2792,2017-07-14 14:00:00,Friday,Afternoon
2793,2017-07-14 15:00:00,Friday,Afternoon
2794,2017-07-14 16:00:00,Friday,Afternoon
2795,2017-07-14 17:00:00,Friday,Afternoon
2796,2017-07-14 18:00:00,Friday,Afternoon
2797,2017-07-14 19:00:00,Friday,Afternoon
2798,2017-07-14 21:00:00,Friday,Afternoon
2799,2017-07-14 22:00:00,Friday,Night
2800,2017-07-15 01:00:00,Saturday,Night
2801,2017-07-15 06:00:00,Saturday,Morning
2802,2017-07-15 09:00:00,Saturday,Morning
2803,2017-07-15 10:00:00,Saturday,Morning
2804,2017-07-15 11:00:00,Saturday,Morning
2805,2017-07-15 12:00:00,Saturday,Morning
2806,2017-07-15 13:00:00,Saturday,Morning
2807,2017-07-15 14:00:00,Saturday,Afternoon
2808,2017-07-15 16:00:00,Saturday,Afternoon
2809,2017-07-15 17:00:00,Saturday,Afternoon
2810,2017-07-15 18:00:00,Saturday,Afternoon
2811,2017-07-15 19:00:00,Saturday,Afternoon
2812,2017-07-15 20:00:00,Saturday,Afternoon
2813,2017-07-15 21:00:00,Saturday,Afternoon
2814,2017-07-15 23:00:00,Saturday,Night
2815,2017-07-16 00:00:00,Sunday,Night
2816,2017-07-16 01:00:00,Sunday,Night
2817,2017-07-16 04:00:00,Sunday,Night
2818,2017-07-16 05:00:00,Sunday,Night
2819,2017-07-16 07:00:00,Sunday,Morning
2820,2017-07-16 10:00:00,Sunday,Morning
2821,2017-07-16 11:00:00,Sunday,Morning
2822,2017-07-16 13:00:00,Sunday,Morning
2823,2017-07-16 14:00:00,Sunday,Afternoon
2824,2017-07-16 15:00:00,Sunday,Afternoon
2825,2017-07-16 18:00:00,Sunday,Afternoon
2826,2017-07-16 19:00:00,Sunday,Afternoon
2827,2017-07-16 20:00:00,Sunday,Afternoon
2828,2017-07-16 22:00:00,Sunday,Night
2829,2017-07-16 23:00:00,Sunday,Night
2830,2017-07-17 00:00:00,Monday,Night
2831,2017-07-17 06:00:00,Monday,Morning
2832,2017-07-17 07:00:00,Monday,Morning
2833,2017-07-17 08:00:00,Monday,Morning
2834,2017-07-17 09:00:00,Monday,Morning
2835,2017-07-17 10:00:00,Monday,Morning
2836,2017-07-17 11:00:00,Monday,Morning
2837,2017-07-17 12:00:00,Monday,Morning
2838,2017-07-17 13:00:00,Monday,Morning
2839,2017-07-17 14:00:00,Monday,Afternoon
2840,2017-07-17 15:00:00,Monday,Afternoon
2841,2017-07-17 17:00:00,Monday,Afternoon
2842,2017-07-17 18:00:00,Monday,Afternoon
2843,2017-07-17 19:00:00,Monday,Afternoon
2844,2017-07-17 20:00:00,Monday,Afternoon
2845,2017-07-17 21:00:00,Monday,Afternoon
2846,2017-07-17 23:00:00,Monday,Night
2847,2017-07-18 01:00:00,Tuesday,Night
2848,2017-07-18 04:00:00,Tuesday,Night
2849,2017-07-18 06:00:00,Tuesday,Morning
2850,2017-07-18 08:00:00,Tuesday,Morning
2851,2017-07-18 09:00:00,Tuesday,Morning
2852,2017-07-18 10:00:00,Tuesday,Morning
2853,2017-07-18 11:00:00,Tuesday,Morning
2854,2017-07-18 12:00:00,Tuesday,Morning
2855,2017-07-18 13:00:00,Tuesday,Morning
2856,2017-07-18 14:00:00,Tuesday,Afternoon
2857,2017-07-18 15:00:00,Tuesday,Afternoon
2858,2017-07-18 16:00:00,Tuesday,Afternoon
2859,2017-07-18 18:00:00,Tuesday,Afternoon
2860,2017-07-18 20:00:00,Tuesday,Afternoon
2861,2017-07-18 21:00:00,Tuesday,Afternoon
2862,2017-07-18 22:00:00,Tuesday,Night
2863,2017-07-18 23:00:00,Tuesday,Night
2864,2017-07-19 02:00:00,Wednesday,Night
2865,2017-07-19 09:00:00,Wednesday,Morning
2866,2017-07-19 10:00:00,Wednesday,Morning
2867,2017-07-19 11:00:00,Wednesday,Morning
2868,2017-07-19 12:00:00,Wednesday,Morning
2869,2017-07-19 13:00:00,Wednesday,Morning
2870,2017-07-19 14:00:00,Wednesday,Afternoon
2871,2017-07-19 15:00:00,Wednesday,Afternoon
2872,2017-07-19 16:00:00,Wednesday,Afternoon
2873,2017-07-19 17:00:00,Wednesday,Afternoon
2874,2017-07-19 18:00:00,Wednesday,Afternoon
2875,2017-07-19 19:00:00,Wednesday,Afternoon
2876,2017-07-19 20:00:00,Wednesday,Afternoon
2877,2017-07-20 08:00:00,Thursday,Morning
2878,2017-07-20 09:00:00,Thursday,Morning
2879,2017-07-20 10:00:00,Thursday,Morning
2880,2017-07-20 11:00:00,Thursday,Morning
2881,2017-07-20 12:00:00,Thursday,Morning
2882,2017-07-20 13:00:00,Thursday,Morning
2883,2017-07-20 14:00:00,Thursday,Afternoon
2884,2017-07-20 15:00:00,Thursday,Afternoon
2885,2017-07-20 16:00:00,Thursday,Afternoon
2886,2017-07-20 17:00:00,Thursday,Afternoon
2887,2017-07-20 18:00:00,Thursday,Afternoon
2888,2017-07-20 19:00:00,Thursday,Afternoon
2889,2017-07-20 20:00:00,Thursday,Afternoon
2890,2017-07-20 21:00:00,Thursday,Afternoon
2891,2017-07-20 22:00:00,Thursday,Night
2892,2017-07-21 01:00:00,Friday,Night
2893,2017-07-21 02:00:00,Friday,Night
2894,2017-07-21 06:00:00,Friday,Morning
2895,2017-07-21 07:00:00,Friday,Morning
2896,2017-07-21 08:00:00,Friday,Morning
2897,2017-07-21 09:00:00,Friday,Morning
2898,2017-07-21 10:00:00,Friday,Morning
2899,2017-07-21 11:00:00,Friday,Morning
2900,2017-07-21 12:00:00,Friday,Morning
2901,2017-07-21 13:00:00,Friday,Morning
2902,2017-07-21 14:00:00,Friday,Afternoon
2903,2017-07-21 15:00:00,Friday,Afternoon
2904,2017-07-21 16:00:00,Friday,Afternoon
2905,2017-07-21 17:00:00,Friday,Afternoon
2906,2017-07-21 18:00:00,Friday,Afternoon
2907,2017-07-21 19:00:00,Friday,Afternoon
2908,2017-07-22 00:00:00,Saturday,Night
2909,2017-07-22 01:00:00,Saturday,Night
2910,2017-07-22 02:00:00,Saturday,Night
2911,2017-07-22 05:00:00,Saturday,Night
2912,2017-07-22 10:00:00,Saturday,Morning
2913,2017-07-22 12:00:00,Saturday,Morning
2914,2017-07-22 13:00:00,Saturday,Morning
2915,2017-07-22 15:00:00,Saturday,Afternoon
2916,2017-07-22 16:00:00,Saturday,Afternoon
2917,2017-07-22 17:00:00,Saturday,Afternoon
2918,2017-07-22 18:00:00,Saturday,Afternoon
2919,2017-07-22 19:00:00,Saturday,Afternoon
2920,2017-07-22 21:00:00,Saturday,Afternoon
2921,2017-07-22 22:00:00,Saturday,Night
2922,2017-07-23 01:00:00,Sunday,Night
2923,2017-07-23 04:00:00,Sunday,Night
2924,2017-07-23 05:00:00,Sunday,Night
2925,2017-07-23 08:00:00,Sunday,Morning
2926,2017-07-23 10:00:00,Sunday,Morning
2927,2017-07-23 11:00:00,Sunday,Morning
2928,2017-07-23 13:00:00,Sunday,Morning
2929,2017-07-23 15:00:00,Sunday,Afternoon
2930,2017-07-23 16:00:00,Sunday,Afternoon
2931,2017-07-23 20:00:00,Sunday,Afternoon
2932,2017-07-23 22:00:00,Sunday,Night
2933,2017-07-24 05:00:00,Monday,Night
2934,2017-07-24 09:00:00,Monday,Morning
2935,2017-07-24 11:00:00,Monday,Morning
2936,2017-07-24 12:00:00,Monday,Morning
2937,2017-07-24 13:00:00,Monday,Morning
2938,2017-07-24 14:00:00,Monday,Afternoon
2939,2017-07-24 15:00:00,Monday,Afternoon
2940,2017-07-24 16:00:00,Monday,Afternoon
2941,2017-07-24 17:00:00,Monday,Afternoon
2942,2017-07-24 18:00:00,Monday,Afternoon
2943,2017-07-24 20:00:00,Monday,Afternoon
2944,2017-07-24 21:00:00,Monday,Afternoon
2945,2017-07-24 22:00:00,Monday,Night
2946,2017-07-25 00:00:00,Tuesday,Night
2947,2017-07-25 05:00:00,Tuesday,Night
2948,2017-07-25 07:00:00,Tuesday,Morning
2949,2017-07-25 08:00:00,Tuesday,Morning
2950,2017-07-25 09:00:00,Tuesday,Morning
2951,2017-07-25 10:00:00,Tuesday,Morning
2952,2017-07-25 11:00:00,Tuesday,Morning
2953,2017-07-25 12:00:00,Tuesday,Morning
2954,2017-07-25 13:00:00,Tuesday,Morning
2955,2017-07-25 14:00:00,Tuesday,Afternoon
2956,2017-07-25 15:00:00,Tuesday,Afternoon
2957,2017-07-25 16:00:00,Tuesday,Afternoon
2958,2017-07-25 17:00:00,Tuesday,Afternoon
2959,2017-07-25 18:00:00,Tuesday,Afternoon
2960,2017-07-25 20:00:00,Tuesday,Afternoon
2961,2017-07-25 22:00:00,Tuesday,Night
2962,2017-07-26 05:00:00,Wednesday,Night
2963,2017-07-26 06:00:00,Wednesday,Morning
2964,2017-07-26 08:00:00,Wednesday,Morning
2965,2017-07-26 09:00:00,Wednesday,Morning
2966,2017-07-26 10:00:00,Wednesday,Morning
2967,2017-07-26 11:00:00,Wednesday,Morning
2968,2017-07-26 12:00:00,Wednesday,Morning
2969,2017-07-26 13:00:00,Wednesday,Morning
2970,2017-07-26 14:00:00,Wednesday,Afternoon
2971,2017-07-26 15:00:00,Wednesday,Afternoon
2972,2017-07-26 16:00:00,Wednesday,Afternoon
2973,2017-07-26 17:00:00,Wednesday,Afternoon
2974,2017-07-26 18:00:00,Wednesday,Afternoon
2975,2017-07-26 19:00:00,Wednesday,Afternoon
2976,2017-07-26 20:00:00,Wednesday,Afternoon
2977,2017-07-26 21:00:00,Wednesday,Afternoon
2978,2017-07-26 22:00:00,Wednesday,Night
2979,2017-07-27 04:00:00,Thursday,Night
2980,2017-07-27 05:00:00,Thursday,Night
2981,2017-07-27 07:00:00,Thursday,Morning
2982,2017-07-27 08:00:00,Thursday,Morning
2983,2017-07-27 10:00:00,Thursday,Morning
2984,2017-07-27 12:00:00,Thursday,Morning
2985,2017-07-27 14:00:00,Thursday,Afternoon
2986,2017-07-27 15:00:00,Thursday,Afternoon
2987,2017-07-27 16:00:00,Thursday,Afternoon
2988,2017-07-27 17:00:00,Thursday,Afternoon
2989,2017-07-27 19:00:00,Thursday,Afternoon
2990,2017-07-27 20:00:00,Thursday,Afternoon
2991,2017-07-27 22:00:00,Thursday,Night
2992,2017-07-28 02:00:00,Friday,Night
2993,2017-07-28 07:00:00,Friday,Morning
2994,2017-07-28 08:00:00,Friday,Morning
2995,2017-07-28 09:00:00,Friday,Morning
2996,2017-07-28 10:00:00,Friday,Morning
2997,2017-07-28 12:00:00,Friday,Morning
2998,2017-07-28 13:00:00,Friday,Morning
2999,2017-07-28 14:00:00,Friday,Afternoon
3000,2017-07-28 15:00:00,Friday,Afternoon
3001,2017-07-28 16:00:00,Friday,Afternoon
3002,2017-07-28 17:00:00,Friday,Afternoon
3003,2017-07-28 18:00:00,Friday,Afternoon
3004,2017-07-28 19:00:00,Friday,Afternoon
3005,2017-07-28 20:00:00,Friday,Afternoon
3006,2017-07-28 21:00:00,Friday,Afternoon
3007,2017-07-28 22:00:00,Friday,Night
3008,2017-07-28 23:00:00,Friday,Night
3009,2017-07-29 02:00:00,Saturday,Night
3010,2017-07-29 11:00:00,Saturday,Morning
3011,2017-07-29 13:00:00,Saturday,Morning
3012,2017-07-29 14:00:00,Saturday,Afternoon
3013,2017-07-29 15:00:00,Saturday,Afternoon
3014,2017-07-29 19:00:00,Saturday,Afternoon
3015,2017-07-29 20:00:00,Saturday,Afternoon
3016,2017-07-29 21:00:00,Saturday,Afternoon
3017,2017-07-29 22:00:00,Saturday,Night
3018,2017-07-30 00:00:00,Sunday,Night
3019,2017-07-30 01:00:00,Sunday,Night
3020,2017-07-30 07:00:00,Sunday,Morning
3021,2017-07-30 08:00:00,Sunday,Morning
3022,2017-07-30 11:00:00,Sunday,Morning
3023,2017-07-30 12:00:00,Sunday,Morning
3024,2017-07-30 13:00:00,Sunday,Morning
3025,2017-07-30 14:00:00,Sunday,Afternoon
3026,2017-07-30 15:00:00,Sunday,Afternoon
3027,2017-07-30 16:00:00,Sunday,Afternoon
3028,2017-07-30 17:00:00,Sunday,Afternoon
3029,2017-07-30 18:00:00,Sunday,Afternoon
3030,2017-07-30 19:00:00,Sunday,Afternoon
3031,2017-07-30 20:00:00,Sunday,Afternoon
3032,2017-07-30 21:00:00,Sunday,Afternoon
3033,2017-07-31 00:00:00,Monday,Night
3034,2017-07-31 07:00:00,Monday,Morning
3035,2017-07-31 08:00:00,Monday,Morning
3036,2017-07-31 09:00:00,Monday,Morning
3037,2017-07-31 10:00:00,Monday,Morning
3038,2017-07-31 15:00:00,Monday,Afternoon
3039,2017-07-31 16:00:00,Monday,Afternoon
3040,2017-07-31 17:00:00,Monday,Afternoon
3041,2017-07-31 18:00:00,Monday,Afternoon
3042,2017-07-31 19:00:00,Monday,Afternoon
3043,2017-07-31 20:00:00,Monday,Afternoon
3044,2017-07-31 22:00:00,Monday,Night
3045,2017-07-31 23:00:00,Monday,Night
3046,2017-08-01 00:00:00,Tuesday,Night
3047,2017-08-01 04:00:00,Tuesday,Night
3048,2017-08-01 07:00:00,Tuesday,Morning
