,Datetime,Weekday,Part of the day
563,2017-02-11 00:00:00,Saturday,Night
564,2017-02-11 01:00:00,Saturday,Night
565,2017-02-11 05:00:00,Saturday,Night
566,2017-02-11 09:00:00,Saturday,Morning
567,2017-02-11 10:00:00,Saturday,Morning
568,2017-02-11 11:00:00,Saturday,Morning
569,2017-02-11 12:00:00,Saturday,Morning
570,2017-02-11 13:00:00,Saturday,Morning
571,2017-02-11 14:00:00,Saturday,Afternoon
572,2017-02-11 15:00:00,Saturday,Afternoon
573,2017-02-11 19:00:00,Saturday,Afternoon
574,2017-02-11 20:00:00,Saturday,Afternoon
575,2017-02-11 21:00:00,Saturday,Afternoon
576,2017-02-11 22:00:00,Saturday,Night
577,2017-02-11 23:00:00,Saturday,Night
578,2017-02-12 11:00:00,Sunday,Morning
579,2017-02-12 14:00:00,Sunday,Afternoon
580,2017-02-12 16:00:00,Sunday,Afternoon
581,2017-02-12 17:00:00,Sunday,Afternoon
582,2017-02-12 19:00:00,Sunday,Afternoon
583,2017-02-12 20:00:00,Sunday,Afternoon
584,2017-02-12 21:00:00,Sunday,Afternoon
585,2017-02-12 23:00:00,Sunday,Night
586,2017-02-13 01:00:00,Monday,Night
587,2017-02-13 07:00:00,Monday,Morning
588,2017-02-13 10:00:00,Monday,Morning
589,2017-02-13 11:00:00,Monday,Morning
590,2017-02-13 12:00:00,Monday,Morning
591,2017-02-13 13:00:00,Monday,Morning
592,2017-02-13 14:00:00,Monday,Afternoon
593,2017-02-13 15:00:00,Monday,Afternoon
594,2017-02-13 16:00:00,Monday,Afternoon
595,2017-02-13 17:00:00,Monday,Afternoon
596,2017-02-13 18:00:00,Monday,Afternoon
597,2017-02-13 19:00:00,Monday,Afternoon
598,2017-02-13 20:00:00,Monday,Afternoon
599,2017-02-13 21:00:00,Monday,Afternoon
600,2017-02-13 22:00:00,Monday,Night
601,2017-02-14 01:00:00,Tuesday,Night
602,2017-02-14 07:00:00,Tuesday,Morning
603,2017-02-14 08:00:00,Tuesday,Morning
604,2017-02-14 09:00:00,Tuesday,Morning
605,2017-02-14 10:00:00,Tuesday,Morning
606,2017-02-14 11:00:00,Tuesday,Morning
607,2017-02-14 13:00:00,Tuesday,Morning
608,2017-02-14 14:00:00,Tuesday,Afternoon
609,2017-02-14 15:00:00,Tuesday,Afternoon
610,2017-02-14 16:00:00,Tuesday,Afternoon
611,2017-02-14 17:00:00,Tuesday,Afternoon
612,2017-02-14 18:00:00,Tuesday,Afternoon
613,2017-02-14 19:00:00,Tuesday,Afternoon
614,2017-02-14 20:00:00,Tuesday,Afternoon
615,2017-02-14 23:00:00,Tuesday,Night
616,2017-02-15 00:00:00,Wednesday,Night
617,2017-02-15 01:00:00,Wednesday,Night
618,2017-02-15 07:00:00,Wednesday,Morning
619,2017-02-15 08:00:00,Wednesday,Morning
620,2017-02-15 09:00:00,Wednesday,Morning
621,2017-02-15 11:00:00,Wednesday,Morning
622,2017-02-15 12:00:00,Wednesday,Morning
623,2017-02-15 13:00:00,Wednesday,Morning
624,2017-02-15 14:00:00,Wednesday,Afternoon
625,2017-02-15 16:00:00,Wednesday,Afternoon
626,2017-02-15 17:00:00,Wednesday,Afternoon
627,2017-02-15 18:00:00,Wednesday,Afternoon
628,2017-02-15 19:00:00,Wednesday,Afternoon
629,2017-02-15 20:00:00,Wednesday,Afternoon
630,2017-02-15 21:00:00,Wednesday,Afternoon
631,2017-02-15 22:00:00,Wednesday,Night
632,2017-02-16 00:00:00,Thursday,Night
633,2017-02-16 07:00:00,Thursday,Morning
634,2017-02-16 08:00:00,Thursday,Morning
635,2017-02-16 11:00:00,Thursday,Morning
636,2017-02-16 12:00:00,Thursday,Morning
637,2017-02-16 13:00:00,Thursday,Morning
638,2017-02-16 14:00:00,Thursday,Afternoon
639,2017-02-16 15:00:00,Thursday,Afternoon
640,2017-02-16 16:00:00,Thursday,Afternoon
641,2017-02-16 18:00:00,Thursday,Afternoon
642,2017-02-16 19:00:00,Thursday,Afternoon
643,2017-02-16 20:00:00,Thursday,Afternoon
644,2017-02-16 21:00:00,Thursday,Afternoon
645,2017-02-16 22:00:00,Thursday,Night
646,2017-02-16 23:00:00,Thursday,Night
647,2017-02-17 07:00:00,Friday,Morning
648,2017-02-17 09:00:00,Friday,Morning
649,2017-02-17 10:00:00,Friday,Morning
650,2017-02-17 11:00:00,Friday,Morning
651,2017-02-17 12:00:00,Friday,Morning
652,2017-02-17 13:00:00,Friday,Morning
653,2017-02-17 14:00:00,Friday,Afternoon
654,2017-02-17 15:00:00,Friday,Afternoon
655,2017-02-17 16:00:00,Friday,Afternoon
656,2017-02-17 17:00:00,Friday,Afternoon
657,2017-02-17 18:00:00,Friday,Afternoon
658,2017-02-17 19:00:00,Friday,Afternoon
659,2017-02-17 21:00:00,Friday,Afternoon
660,2017-02-17 22:00:00,Friday,Night
661,2017-02-18 04:00:00,Saturday,Night
662,2017-02-18 05:00:00,Saturday,Night
663,2017-02-18 07:00:00,Saturday,Morning
664,2017-02-18 08:00:00,Saturday,Morning
665,2017-02-18 10:00:00,Saturday,Morning
666,2017-02-18 11:00:00,Saturday,Morning
667,2017-02-18 12:00:00,Saturday,Morning
668,2017-02-18 13:00:00,Saturday,Morning
669,2017-02-18 14:00:00,Saturday,Afternoon
670,2017-02-18 15:00:00,Saturday,Afternoon
671,2017-02-18 17:00:00,Saturday,Afternoon
672,2017-02-18 18:00:00,Saturday,Afternoon
673,2017-02-18 19:00:00,Saturday,Afternoon
674,2017-02-18 20:00:00,Saturday,Afternoon
675,2017-02-18 21:00:00,Saturday,Afternoon
676,2017-02-18 22:00:00,Saturday,Night
677,2017-02-18 23:00:00,Saturday,Night
678,2017-02-19 00:00:00,Sunday,Night
679,2017-02-19 06:00:00,Sunday,Morning
680,2017-02-19 08:00:00,Sunday,Morning
681,2017-02-19 10:00:00,Sunday,Morning
682,2017-02-19 13:00:00,Sunday,Morning
683,2017-02-19 14:00:00,Sunday,Afternoon
684,2017-02-19 16:00:00,Sunday,Afternoon
685,2017-02-19 17:00:00,Sunday,Afternoon
686,2017-02-19 18:00:00,Sunday,Afternoon
687,2017-02-19 20:00:00,Sunday,Afternoon
688,2017-02-19 22:00:00,Sunday,Night
689,2017-02-19 23:00:00,Sunday,Night
690,2017-02-20 00:00:00,Monday,Night
691,2017-02-20 06:00:00,Monday,Morning
692,2017-02-20 08:00:00,Monday,Morning
693,2017-02-20 09:00:00,Monday,Morning
694,2017-02-20 10:00:00,Monday,Morning
695,2017-02-20 11:00:00,Monday,Morning
696,2017-02-20 12:00:00,Monday,Morning
697,2017-02-20 13:00:00,Monday,Morning
698,2017-02-20 14:00:00,Monday,Afternoon
699,2017-02-20 15:00:00,Monday,Afternoon
700,2017-02-20 16:00:00,Monday,Afternoon
701,2017-02-20 18:00:00,Monday,Afternoon
702,2017-02-20 19:00:00,Monday,Afternoon
703,2017-02-20 20:00:00,Monday,Afternoon
704,2017-02-20 21:00:00,Monday,Afternoon
705,2017-02-20 22:00:00,Monday,Night
706,2017-02-21 05:00:00,Tuesday,Night
707,2017-02-21 06:00:00,Tuesday,Morning
708,2017-02-21 07:00:00,Tuesday,Morning
709,2017-02-21 08:00:00,Tuesday,Morning
710,2017-02-21 09:00:00,Tuesday,Morning
711,2017-02-21 10:00:00,Tuesday,Morning
712,2017-02-21 12:00:00,Tuesday,Morning
713,2017-02-21 13:00:00,Tuesday,Morning
714,2017-02-21 14:00:00,Tuesday,Afternoon
715,2017-02-21 15:00:00,Tuesday,Afternoon
716,2017-02-21 16:00:00,Tuesday,Afternoon
717,2017-02-21 17:00:00,Tuesday,Afternoon
718,2017-02-21 19:00:00,Tuesday,Afternoon
719,2017-02-21 20:00:00,Tuesday,Afternoon
720,2017-02-21 21:00:00,Tuesday,Afternoon
721,2017-02-21 22:00:00,Tuesday,Night
722,2017-02-22 00:00:00,Wednesday,Night
723,2017-02-22 04:00:00,Wednesday,Night
724,2017-02-22 08:00:00,Wednesday,Morning
725,2017-02-22 09:00:00,Wednesday,Morning
726,2017-02-22 11:00:00,Wednesday,Morning
727,2017-02-22 12:00:00,Wednesday,Morning
728,2017-02-22 13:00:00,Wednesday,Morning
729,2017-02-22 14:00:00,Wednesday,Afternoon
730,2017-02-22 15:00:00,Wednesday,Afternoon
731,2017-02-22 17:00:00,Wednesday,Afternoon
732,2017-02-22 18:00:00,Wednesday,Afternoon
733,2017-02-22 19:00:00,Wednesday,Afternoon
734,2017-02-22 20:00:00,Wednesday,Afternoon
735,2017-02-22 23:00:00,Wednesday,Night
736,2017-02-23 00:00:00,Thursday,Night
737,2017-02-23 01:00:00,Thursday,Night
738,2017-02-23 07:00:00,Thursday,Morning
739,2017-02-23 09:00:00,Thursday,Morning
740,2017-02-23 12:00:00,Thursday,Morning
741,2017-02-23 13:00:00,Thursday,Morning
742,2017-02-23 14:00:00,Thursday,Afternoon
743,2017-02-23 15:00:00,Thursday,Afternoon
744,2017-02-23 16:00:00,Thursday,Afternoon
745,2017-02-23 18:00:00,Thursday,Afternoon
746,2017-02-23 19:00:00,Thursday,Afternoon
747,2017-02-23 20:00:00,Thursday,Afternoon
748,2017-02-23 21:00:00,Thursday,Afternoon
749,2017-02-23 22:00:00,Thursday,Night
750,2017-02-24 00:00:00,Friday,Night
751,2017-02-24 05:00:00,Friday,Night
752,2017-02-24 07:00:00,Friday,Morning
753,2017-02-24 08:00:00,Friday,Morning
754,2017-02-24 09:00:00,Friday,Morning
755,2017-02-24 10:00:00,Friday,Morning
756,2017-02-24 11:00:00,Friday,Morning
757,2017-02-24 12:00:00,Friday,Morning
758,2017-02-24 13:00:00,Friday,Morning
759,2017-02-24 14:00:00,Friday,Afternoon
760,2017-02-24 15:00:00,Friday,Afternoon
761,2017-02-24 16:00:00,Friday,Afternoon
762,2017-02-24 18:00:00,Friday,Afternoon
763,2017-02-24 19:00:00,Friday,Afternoon
764,2017-02-24 20:00:00,Friday,Afternoon
765,2017-02-24 21:00:00,Friday,Afternoon
766,2017-02-24 23:00:00,Friday,Night
767,2017-02-25 04:00:00,Saturday,Night
768,2017-02-25 08:00:00,Saturday,Morning
769,2017-02-25 10:00:00,Saturday,Morning
770,2017-02-25 11:00:00,Saturday,Morning
771,2017-02-25 13:00:00,Saturday,Morning
772,2017-02-25 14:00:00,Saturday,Afternoon
773,2017-02-25 15:00:00,Saturday,Afternoon
774,2017-02-25 16:00:00,Saturday,Afternoon
775,2017-02-25 17:00:00,Saturday,Afternoon
776,2017-02-25 18:00:00,Saturday,Afternoon
777,2017-02-25 20:00:00,Saturday,Afternoon
778,2017-02-25 21:00:00,Saturday,Afternoon
779,2017-02-25 22:00:00,Saturday,Night
780,2017-02-25 23:00:00,Saturday,Night
781,2017-02-26 00:00:00,Sunday,Night
782,2017-02-26 04:00:00,Sunday,Night
783,2017-02-26 07:00:00,Sunday,Morning
784,2017-02-26 09:00:00,Sunday,Morning
785,2017-02-26 13:00:00,Sunday,Morning
786,2017-02-26 14:00:00,Sunday,Afternoon
787,2017-02-26 15:00:00,Sunday,Afternoon
788,2017-02-26 16:00:00,Sunday,Afternoon
789,2017-02-26 18:00:00,Sunday,Afternoon
790,2017-02-26 19:00:00,Sunday,Afternoon
791,2017-02-26 20:00:00,Sunday,Afternoon
792,2017-02-26 21:00:00,Sunday,Afternoon
793,2017-02-26 22:00:00,Sunday,Night
794,2017-02-27 08:00:00,Monday,Morning
795,2017-02-27 09:00:00,Monday,Morning
796,2017-02-27 11:00:00,Monday,Morning
797,2017-02-27 12:00:00,Monday,Morning
798,2017-02-27 13:00:00,Monday,Morning
799,2017-02-27 14:00:00,Monday,Afternoon
800,2017-02-27 15:00:00,Monday,Afternoon
801,2017-02-27 16:00:00,Monday,Afternoon
802,2017-02-27 18:00:00,Monday,Afternoon
803,2017-02-27 19:00:00,Monday,Afternoon
804,2017-02-27 20:00:00,Monday,Afternoon
805,2017-02-27 21:00:00,Monday,Afternoon
806,2017-02-27 22:00:00,Monday,Night
807,2017-02-28 03:00:00,Tuesday,Night
808,2017-02-28 06:00:00,Tuesday,Morning
809,2017-02-28 07:00:00,Tuesday,Morning
810,2017-02-28 08:00:00,Tuesday,Morning
811,2017-02-28 09:00:00,Tuesday,Morning
812,2017-02-28 10:00:00,Tuesday,Morning
813,2017-02-28 11:00:00,Tuesday,Morning
814,2017-02-28 12:00:00,Tuesday,Morning
815,2017-02-28 13:00:00,Tuesday,Morning
816,2017-02-28 14:00:00,Tuesday,Afternoon
817,2017-02-28 15:00:00,Tuesday,Afternoon
818,2017-02-28 16:00:00,Tuesday,Afternoon
819,2017-02-28 17:00:00,Tuesday,Afternoon
820,2017-02-28 18:00:00,Tuesday,Afternoon
821,2017-02-28 19:00:00,Tuesday,Afternoon
822,2017-02-28 20:00:00,Tuesday,Afternoon
823,2017-02-28 21:00:00,Tuesday,Afternoon
824,2017-02-28 22:00:00,Tuesday,Night
825,2017-02-28 23:00:00,Tuesday,Night
826,2017-03-01 07:00:00,Wednesday,Morning
827,2017-03-01 08:00:00,Wednesday,Morning
828,2017-03-01 09:00:00,Wednesday,Morning
829,2017-03-01 10:00:00,Wednesday,Morning
830,2017-03-01 12:00:00,Wednesday,Morning
831,2017-03-01 13:00:00,Wednesday,Morning
832,2017-03-01 14:00:00,Wednesday,Afternoon
833,2017-03-01 15:00:00,Wednesday,Afternoon
834,2017-03-01 16:00:00,Wednesday,Afternoon
835,2017-03-01 17:00:00,Wednesday,Afternoon
836,2017-03-01 18:00:00,Wednesday,Afternoon
837,2017-03-01 19:00:00,Wednesday,Afternoon
838,2017-03-01 20:00:00,Wednesday,Afternoon
839,2017-03-01 21:00:00,Wednesday,Afternoon
840,2017-03-01 22:00:00,Wednesday,Night
841,2017-03-02 05:00:00,Thursday,Night
842,2017-03-02 07:00:00,Thursday,Morning
843,2017-03-02 08:00:00,Thursday,Morning
844,2017-03-02 09:00:00,Thursday,Morning
845,2017-03-02 10:00:00,Thursday,Morning
846,2017-03-02 11:00:00,Thursday,Morning
847,2017-03-02 12:00:00,Thursday,Morning
848,2017-03-02 13:00:00,Thursday,Morning
849,2017-03-02 14:00:00,Thursday,Afternoon
850,2017-03-02 15:00:00,Thursday,Afternoon
851,2017-03-02 16:00:00,Thursday,Afternoon
852,2017-03-02 18:00:00,Thursday,Afternoon
853,2017-03-02 19:00:00,Thursday,Afternoon
854,2017-03-03 05:00:00,Friday,Night
855,2017-03-03 07:00:00,Friday,Morning
856,2017-03-03 08:00:00,Friday,Morning
857,2017-03-03 11:00:00,Friday,Morning
858,2017-03-03 12:00:00,Friday,Morning
859,2017-03-03 14:00:00,Friday,Afternoon
860,2017-03-03 15:00:00,Friday,Afternoon
861,2017-03-03 16:00:00,Friday,Afternoon
862,2017-03-03 17:00:00,Friday,Afternoon
863,2017-03-03 19:00:00,Friday,Afternoon
864,2017-03-03 20:00:00,Friday,Afternoon
865,2017-03-03 21:00:00,Friday,Afternoon
866,2017-03-03 22:00:00,Friday,Night
867,2017-03-03 23:00:00,Friday,Night
868,2017-03-04 00:00:00,Saturday,Night
869,2017-03-04 01:00:00,Saturday,Night
870,2017-03-04 02:00:00,Saturday,Night
871,2017-03-04 03:00:00,Saturday,Night
872,2017-03-04 04:00:00,Saturday,Night
873,2017-03-04 06:00:00,Saturday,Morning
874,2017-03-04 08:00:00,Saturday,Morning
875,2017-03-04 12:00:00,Saturday,Morning
876,2017-03-04 13:00:00,Saturday,Morning
877,2017-03-04 14:00:00,Saturday,Afternoon
878,2017-03-04 16:00:00,Saturday,Afternoon
879,2017-03-04 17:00:00,Saturday,Afternoon
880,2017-03-04 19:00:00,Saturday,Afternoon
881,2017-03-04 20:00:00,Saturday,Afternoon
882,2017-03-04 22:00:00,Saturday,Night
883,2017-03-05 00:00:00,Sunday,Night
884,2017-03-05 01:00:00,Sunday,Night
885,2017-03-05 02:00:00,Sunday,Night
886,2017-03-05 05:00:00,Sunday,Night
887,2017-03-05 07:00:00,Sunday,Morning
888,2017-03-05 08:00:00,Sunday,Morning
889,2017-03-05 12:00:00,Sunday,Morning
890,2017-03-05 13:00:00,Sunday,Morning
891,2017-03-05 14:00:00,Sunday,Afternoon
892,2017-03-05 15:00:00,Sunday,Afternoon
893,2017-03-05 17:00:00,Sunday,Afternoon
894,2017-03-05 18:00:00,Sunday,Afternoon
895,2017-03-05 20:00:00,Sunday,Afternoon
896,2017-03-05 22:00:00,Sunday,Night
897,2017-03-06 04:00:00,Monday,Night
898,2017-03-06 08:00:00,Monday,Morning
899,2017-03-06 09:00:00,Monday,Morning
900,2017-03-06 10:00:00,Monday,Morning
901,2017-03-06 11:00:00,Monday,Morning
902,2017-03-06 12:00:00,Monday,Morning
903,2017-03-06 13:00:00,Monday,Morning
904,2017-03-06 14:00:00,Monday,Afternoon
905,2017-03-06 15:00:00,Monday,Afternoon
906,2017-03-06 16:00:00,Monday,Afternoon
907,2017-03-06 17:00:00,Monday,Afternoon
908,2017-03-06 18:00:00,Monday,Afternoon
909,2017-03-06 19:00:00,Monday,Afternoon
910,2017-03-06 20:00:00,Monday,Afternoon
911,2017-03-06 21:00:00,Monday,Afternoon
912,2017-03-06 22:00:00,Monday,Night
913,2017-03-06 23:00:00,Monday,Night
914,2017-03-07 00:00:00,Tuesday,Night
915,2017-03-07 06:00:00,Tuesday,Morning
916,2017-03-07 08:00:00,Tuesday,Morning
917,2017-03-07 09:00:00,Tuesday,Morning
918,2017-03-07 10:00:00,Tuesday,Morning
919,2017-03-07 11:00:00,Tuesday,Morning
920,2017-03-07 12:00:00,Tuesday,Morning
921,2017-03-07 13:00:00,Tuesday,Morning
922,2017-03-07 14:00:00,Tuesday,Afternoon
923,2017-03-07 15:00:00,Tuesday,Afternoon
924,2017-03-07 16:00:00,Tuesday,Afternoon
925,2017-03-07 17:00:00,Tuesday,Afternoon
926,2017-03-07 18:00:00,Tuesday,Afternoon
927,2017-03-07 19:00:00,Tuesday,Afternoon
928,2017-03-07 20:00:00,Tuesday,Afternoon
929,2017-03-08 00:00:00,Wednesday,Night
930,2017-03-08 01:00:00,Wednesday,Night
931,2017-03-08 03:00:00,Wednesday,Night
932,2017-03-08 06:00:00,Wednesday,Morning
933,2017-03-08 09:00:00,Wednesday,Morning
934,2017-03-08 10:00:00,Wednesday,Morning
935,2017-03-08 12:00:00,Wednesday,Morning
936,2017-03-08 13:00:00,Wednesday,Morning
937,2017-03-08 14:00:00,Wednesday,Afternoon
938,2017-03-08 15:00:00,Wednesday,Afternoon
939,2017-03-08 16:00:00,Wednesday,Afternoon
940,2017-03-08 17:00:00,Wednesday,Afternoon
941,2017-03-08 18:00:00,Wednesday,Afternoon
942,2017-03-08 19:00:00,Wednesday,Afternoon
943,2017-03-08 20:00:00,Wednesday,Afternoon
944,2017-03-08 21:00:00,Wednesday,Afternoon
945,2017-03-08 22:00:00,Wednesday,Night
946,2017-03-09 07:00:00,Thursday,Morning
947,2017-03-09 10:00:00,Thursday,Morning
948,2017-03-09 11:00:00,Thursday,Morning
949,2017-03-09 12:00:00,Thursday,Morning
950,2017-03-09 13:00:00,Thursday,Morning
951,2017-03-09 14:00:00,Thursday,Afternoon
952,2017-03-09 15:00:00,Thursday,Afternoon
953,2017-03-09 16:00:00,Thursday,Afternoon
954,2017-03-09 17:00:00,Thursday,Afternoon
955,2017-03-09 18:00:00,Thursday,Afternoon
956,2017-03-09 19:00:00,Thursday,Afternoon
957,2017-03-09 20:00:00,Thursday,Afternoon
958,2017-03-09 21:00:00,Thursday,Afternoon
959,2017-03-09 23:00:00,Thursday,Night
960,2017-03-10 06:00:00,Friday,Morning
961,2017-03-10 07:00:00,Friday,Morning
962,2017-03-10 08:00:00,Friday,Morning
963,2017-03-10 09:00:00,Friday,Morning
964,2017-03-10 12:00:00,Friday,Morning
965,2017-03-10 13:00:00,Friday,Morning
966,2017-03-10 14:00:00,Friday,Afternoon
967,2017-03-10 15:00:00,Friday,Afternoon
968,2017-03-10 16:00:00,Friday,Afternoon
969,2017-03-10 17:00:00,Friday,Afternoon
970,2017-03-10 18:00:00,Friday,Afternoon
971,2017-03-10 19:00:00,Friday,Afternoon
972,2017-03-10 21:00:00,Friday,Afternoon
973,2017-03-11 05:00:00,Saturday,Night
974,2017-03-11 12:00:00,Saturday,Morning
975,2017-03-11 14:00:00,Saturday,Afternoon
976,2017-03-11 15:00:00,Saturday,Afternoon
977,2017-03-11 16:00:00,Saturday,Afternoon
978,2017-03-11 18:00:00,Saturday,Afternoon
979,2017-03-11 19:00:00,Saturday,Afternoon
980,2017-03-11 20:00:00,Saturday,Afternoon
981,2017-03-12 00:00:00,Sunday,Night
982,2017-03-12 01:00:00,Sunday,Night
983,2017-03-12 04:00:00,Sunday,Night
984,2017-03-12 07:00:00,Sunday,Morning
985,2017-03-12 09:00:00,Sunday,Morning
986,2017-03-12 12:00:00,Sunday,Morning
987,2017-03-12 14:00:00,Sunday,Afternoon
988,2017-03-12 16:00:00,Sunday,Afternoon
989,2017-03-12 17:00:00,Sunday,Afternoon
990,2017-03-12 18:00:00,Sunday,Afternoon
991,2017-03-12 21:00:00,Sunday,Afternoon
992,2017-03-13 00:00:00,Monday,Night
993,2017-03-13 07:00:00,Monday,Morning
994,2017-03-13 08:00:00,Monday,Morning
995,2017-03-13 11:00:00,Monday,Morning
996,2017-03-13 12:00:00,Monday,Morning
997,2017-03-13 13:00:00,Monday,Morning
998,2017-03-13 14:00:00,Monday,Afternoon
999,2017-03-13 15:00:00,Monday,Afternoon
1000,2017-03-13 16:00:00,Monday,Afternoon
1001,2017-03-13 17:00:00,Monday,Afternoon
1002,2017-03-13 19:00:00,Monday,Afternoon
1003,2017-03-13 20:00:00,Monday,Afternoon
1004,2017-03-14 08:00:00,Tuesday,Morning
1005,2017-03-14 09:00:00,Tuesday,Morning
1006,2017-03-14 10:00:00,Tuesday,Morning
1007,2017-03-14 11:00:00,Tuesday,Morning
1008,2017-03-14 12:00:00,Tuesday,Morning
1009,2017-03-14 13:00:00,Tuesday,Morning
1010,2017-03-14 14:00:00,Tuesday,Afternoon
1011,2017-03-14 15:00:00,Tuesday,Afternoon
1012,2017-03-14 16:00:00,Tuesday,Afternoon
1013,2017-03-14 17:00:00,Tuesday,Afternoon
1014,2017-03-14 18:00:00,Tuesday,Afternoon
1015,2017-03-14 19:00:00,Tuesday,Afternoon
1016,2017-03-14 20:00:00,Tuesday,Afternoon
1017,2017-03-14 21:00:00,Tuesday,Afternoon
1018,2017-03-14 22:00:00,Tuesday,Night
1019,2017-03-15 07:00:00,Wednesday,Morning
1020,2017-03-15 08:00:00,Wednesday,Morning
1021,2017-03-15 09:00:00,Wednesday,Morning
1022,2017-03-15 10:00:00,Wednesday,Morning
1023,2017-03-15 11:00:00,Wednesday,Morning
1024,2017-03-15 12:00:00,Wednesday,Morning
1025,2017-03-15 15:00:00,Wednesday,Afternoon
1026,2017-03-15 16:00:00,Wednesday,Afternoon
1027,2017-03-15 17:00:00,Wednesday,Afternoon
1028,2017-03-15 18:00:00,Wednesday,Afternoon
1029,2017-03-15 19:00:00,Wednesday,Afternoon
1030,2017-03-15 20:00:00,Wednesday,Afternoon
1031,2017-03-15 21:00:00,Wednesday,Afternoon
1032,2017-03-15 23:00:00,Wednesday,Night
1033,2017-03-16 00:00:00,Thursday,Night
1034,2017-03-16 05:00:00,Thursday,Night
1035,2017-03-16 08:00:00,Thursday,Morning
1036,2017-03-16 09:00:00,Thursday,Morning
1037,2017-03-16 10:00:00,Thursday,Morning
1038,2017-03-16 11:00:00,Thursday,Morning
1039,2017-03-16 13:00:00,Thursday,Morning
1040,2017-03-16 14:00:00,Thursday,Afternoon
1041,2017-03-16 15:00:00,Thursday,Afternoon
1042,2017-03-16 16:00:00,Thursday,Afternoon
1043,2017-03-16 17:00:00,Thursday,Afternoon
1044,2017-03-16 18:00:00,Thursday,Afternoon
1045,2017-03-16 19:00:00,Thursday,Afternoon
1046,2017-03-16 20:00:00,Thursday,Afternoon
1047,2017-03-16 21:00:00,Thursday,Afternoon
1048,2017-03-16 22:00:00,Thursday,Night
1049,2017-03-16 23:00:00,Thursday,Night
1050,2017-03-17 00:00:00,Friday,Night
1051,2017-03-17 01:00:00,Friday,Night
1052,2017-03-17 07:00:00,Friday,Morning
1053,2017-03-17 08:00:00,Friday,Morning
1054,2017-03-17 09:00:00,Friday,Morning
1055,2017-03-17 10:00:00,Friday,Morning
1056,2017-03-17 11:00:00,Friday,Morning
1057,2017-03-17 12:00:00,Friday,Morning
1058,2017-03-17 13:00:00,Friday,Morning
1059,2017-03-17 14:00:00,Friday,Afternoon
1060,2017-03-17 15:00:00,Friday,Afternoon
1061,2017-03-17 16:00:00,Friday,Afternoon
1062,2017-03-17 17:00:00,Friday,Afternoon
1063,2017-03-17 18:00:00,Friday,Afternoon
1064,2017-03-17 19:00:00,Friday,Afternoon
1065,2017-03-17 20:00:00,Friday,Afternoon
1066,2017-03-17 21:00:00,Friday,Afternoon
1067,2017-03-17 23:00:00,Friday,Night
1068,2017-03-18 01:00:00,Saturday,Night
1069,2017-03-18 03:00:00,Saturday,Night
1070,2017-03-18 05:00:00,Saturday,Night
1071,2017-03-18 07:00:00,Saturday,Morning
1072,2017-03-18 09:00:00,Saturday,Morning
1073,2017-03-18 10:00:00,Saturday,Morning
1074,2017-03-18 12:00:00,Saturday,Morning
1075,2017-03-18 15:00:00,Saturday,Afternoon
1076,2017-03-18 16:00:00,Saturday,Afternoon
1077,2017-03-18 18:00:00,Saturday,Afternoon
1078,2017-03-18 19:00:00,Saturday,Afternoon
1079,2017-03-18 21:00:00,Saturday,Afternoon
1080,2017-03-18 23:00:00,Saturday,Night
1081,2017-03-19 00:00:00,Sunday,Night
1082,2017-03-19 02:00:00,Sunday,Night
1083,2017-03-19 09:00:00,Sunday,Morning
1084,2017-03-19 11:00:00,Sunday,Morning
1085,2017-03-19 12:00:00,Sunday,Morning
1086,2017-03-19 13:00:00,Sunday,Morning
1087,2017-03-19 14:00:00,Sunday,Afternoon
1088,2017-03-19 15:00:00,Sunday,Afternoon
1089,2017-03-19 16:00:00,Sunday,Afternoon
1090,2017-03-19 19:00:00,Sunday,Afternoon
1091,2017-03-19 20:00:00,Sunday,Afternoon
1092,2017-03-20 02:00:00,Monday,Night
1093,2017-03-20 03:00:00,Monday,Night
1094,2017-03-20 09:00:00,Monday,Morning
1095,2017-03-20 11:00:00,Monday,Morning
1096,2017-03-20 12:00:00,Monday,Morning
1097,2017-03-20 13:00:00,Monday,Morning
1098,2017-03-20 14:00:00,Monday,Afternoon
1099,2017-03-20 15:00:00,Monday,Afternoon
1100,2017-03-20 16:00:00,Monday,Afternoon
1101,2017-03-20 19:00:00,Monday,Afternoon
1102,2017-03-20 22:00:00,Monday,Night
1103,2017-03-20 23:00:00,Monday,Night
1104,2017-03-21 01:00:00,Tuesday,Night
