,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,State Holiday,Datetime
14757,59 F,57 F,94 %,NNW,6 mph,0 mph,30.1 in,0,2017-11-02 02:30:00
14758,59 F,57 F,94 %,NNW,5 mph,0 mph,30.1 in,0,2017-11-02 03:00:00
14759,59 F,57 F,94 %,NNW,7 mph,0 mph,30.1 in,0,2017-11-02 03:30:00
14760,59 F,57 F,94 %,NNW,6 mph,0 mph,30.1 in,0,2017-11-02 04:00:00
14761,59 F,55 F,88 %,VAR,2 mph,0 mph,30.1 in,0,2017-11-02 04:30:00
14762,59 F,55 F,88 %,NNW,9 mph,0 mph,30.1 in,0,2017-11-02 05:00:00
14763,59 F,55 F,88 %,NNW,7 mph,0 mph,30.1 in,0,2017-11-02 05:30:00
14764,59 F,57 F,94 %,NNW,8 mph,0 mph,30.1 in,0,2017-11-02 06:00:00
14765,59 F,55 F,88 %,NW,10 mph,0 mph,30.1 in,0,2017-11-02 06:30:00
14766,59 F,55 F,88 %,NW,8 mph,0 mph,30.1 in,0,2017-11-02 07:00:00
14767,59 F,55 F,88 %,NW,8 mph,0 mph,30.1 in,0,2017-11-02 07:30:00
14768,59 F,55 F,88 %,NW,7 mph,0 mph,30.1 in,0,2017-11-02 08:00:00
14769,59 F,55 F,88 %,NW,7 mph,0 mph,30.1 in,0,2017-11-02 08:30:00
14770,59 F,55 F,88 %,NNW,7 mph,0 mph,30.1 in,0,2017-11-02 09:00:00
14771,61 F,55 F,82 %,NNW,6 mph,0 mph,30.1 in,0,2017-11-02 09:30:00
14772,63 F,57 F,82 %,NNW,5 mph,0 mph,30.1 in,0,2017-11-02 10:00:00
14773,66 F,59 F,78 %,VAR,2 mph,0 mph,30.1 in,0,2017-11-02 10:30:00
14774,70 F,61 F,73 %,WSW,3 mph,0 mph,30.1 in,0,2017-11-02 11:00:00
14775,70 F,61 F,73 %,SW,12 mph,0 mph,30.1 in,0,2017-11-02 11:30:00
14776,70 F,61 F,73 %,SW,13 mph,0 mph,30.1 in,0,2017-11-02 12:00:00
14778,70 F,61 F,73 %,SW,15 mph,0 mph,30.1 in,0,2017-11-02 13:00:00
14780,70 F,61 F,73 %,SW,16 mph,0 mph,30.0 in,0,2017-11-02 14:00:00
14782,70 F,61 F,73 %,WSW,15 mph,0 mph,30.0 in,0,2017-11-02 15:00:00
14784,70 F,61 F,73 %,SW,15 mph,0 mph,30.0 in,0,2017-11-02 16:00:00
14786,68 F,61 F,78 %,WSW,14 mph,0 mph,30.0 in,0,2017-11-02 17:00:00
14788,68 F,61 F,78 %,SW,13 mph,0 mph,30.0 in,0,2017-11-02 18:00:00
14790,66 F,61 F,83 %,WSW,12 mph,0 mph,30.0 in,0,2017-11-02 19:00:00
14792,66 F,61 F,83 %,WSW,8 mph,0 mph,30.0 in,0,2017-11-02 20:00:00
14794,64 F,61 F,88 %,W,5 mph,0 mph,30.0 in,0,2017-11-02 21:00:00
14796,63 F,59 F,88 %,WNW,5 mph,0 mph,30.0 in,0,2017-11-02 22:00:00
14798,63 F,59 F,88 %,NNW,7 mph,0 mph,30.0 in,0,2017-11-02 23:00:00
14800,61 F,59 F,94 %,VAR,2 mph,0 mph,30.0 in,0,2017-11-03 00:00:00
14802,61 F,57 F,88 %,VAR,2 mph,0 mph,30.0 in,0,2017-11-03 01:00:00
14803,59 F,57 F,94 %,NNW,5 mph,0 mph,30.0 in,0,2017-11-03 01:30:00
14804,59 F,57 F,94 %,NNW,5 mph,0 mph,30.0 in,0,2017-11-03 02:00:00
14805,59 F,55 F,88 %,NNW,5 mph,0 mph,30.0 in,0,2017-11-03 02:30:00
14806,59 F,57 F,94 %,NNW,5 mph,0 mph,30.0 in,0,2017-11-03 03:00:00
14807,59 F,55 F,88 %,NW,8 mph,0 mph,30.0 in,0,2017-11-03 03:30:00
14808,57 F,55 F,94 %,NNW,7 mph,0 mph,30.0 in,0,2017-11-03 04:00:00
14809,57 F,55 F,94 %,NW,7 mph,0 mph,29.9 in,0,2017-11-03 04:30:00
14810,57 F,55 F,94 %,NNW,5 mph,0 mph,29.9 in,0,2017-11-03 05:00:00
14811,57 F,55 F,94 %,NNW,8 mph,0 mph,29.9 in,0,2017-11-03 05:30:00
14812,57 F,54 F,88 %,NNW,7 mph,0 mph,29.9 in,0,2017-11-03 06:00:00
14813,57 F,54 F,88 %,NW,9 mph,0 mph,29.9 in,0,2017-11-03 06:30:00
14814,57 F,54 F,88 %,NNW,8 mph,0 mph,29.9 in,0,2017-11-03 07:00:00
14815,57 F,54 F,88 %,NW,9 mph,0 mph,29.9 in,0,2017-11-03 07:30:00
14816,59 F,54 F,82 %,NW,10 mph,0 mph,29.9 in,0,2017-11-03 08:00:00
14817,59 F,54 F,82 %,NNW,9 mph,0 mph,29.9 in,0,2017-11-03 08:30:00
14818,59 F,54 F,82 %,NNW,10 mph,0 mph,29.9 in,0,2017-11-03 09:00:00
14819,61 F,54 F,77 %,NNW,8 mph,0 mph,29.9 in,0,2017-11-03 09:30:00
14820,63 F,55 F,77 %,NNW,9 mph,0 mph,29.9 in,0,2017-11-03 10:00:00
14821,64 F,55 F,73 %,NW,10 mph,0 mph,30.0 in,0,2017-11-03 11:00:00
14822,64 F,57 F,77 %,NNW,5 mph,0 mph,29.9 in,0,2017-11-03 11:30:00
14823,68 F,59 F,73 %,VAR,2 mph,0 mph,29.9 in,0,2017-11-03 12:00:00
14825,70 F,59 F,68 %,SSW,7 mph,0 mph,29.9 in,0,2017-11-03 13:00:00
14827,70 F,61 F,73 %,SSW,14 mph,0 mph,29.9 in,0,2017-11-03 14:00:00
14829,70 F,61 F,73 %,SSW,10 mph,0 mph,29.9 in,0,2017-11-03 15:00:00
14831,70 F,61 F,73 %,SW,12 mph,0 mph,29.9 in,0,2017-11-03 16:00:00
14833,68 F,61 F,78 %,SW,9 mph,0 mph,29.9 in,0,2017-11-03 17:00:00
14835,66 F,59 F,78 %,SW,9 mph,0 mph,29.9 in,0,2017-11-03 18:00:00
14837,66 F,59 F,78 %,SW,7 mph,0 mph,29.9 in,0,2017-11-03 19:00:00
14839,64 F,59 F,83 %,WNW,6 mph,0 mph,29.9 in,0,2017-11-03 20:00:00
14841,63 F,59 F,88 %,WNW,3 mph,0 mph,29.9 in,0,2017-11-03 21:00:00
14843,63 F,57 F,82 %,NW,6 mph,0 mph,29.9 in,0,2017-11-03 22:00:00
14845,61 F,57 F,88 %,NNW,5 mph,0 mph,29.9 in,0,2017-11-03 23:00:00
14847,61 F,57 F,88 %,NW,6 mph,0 mph,29.9 in,0,2017-11-04 00:00:00
14849,61 F,57 F,88 %,NW,5 mph,0 mph,29.9 in,0,2017-11-04 01:00:00
14850,61 F,57 F,88 %,NNW,3 mph,0 mph,29.9 in,0,2017-11-04 01:30:00
14851,61 F,57 F,88 %,N,3 mph,0 mph,29.9 in,0,2017-11-04 02:00:00
14852,61 F,57 F,88 %,NNW,3 mph,0 mph,29.9 in,0,2017-11-04 02:30:00
14853,61 F,57 F,88 %,NW,5 mph,0 mph,29.9 in,0,2017-11-04 03:00:00
14854,61 F,57 F,88 %,NNW,6 mph,0 mph,29.9 in,0,2017-11-04 03:30:00
14855,61 F,55 F,82 %,NNW,7 mph,0 mph,29.9 in,0,2017-11-04 04:00:00
14856,61 F,57 F,88 %,NNW,6 mph,0 mph,29.9 in,0,2017-11-04 04:30:00
14857,61 F,57 F,88 %,NNW,8 mph,0 mph,29.9 in,0,2017-11-04 05:00:00
14858,61 F,57 F,88 %,NW,7 mph,0 mph,29.9 in,0,2017-11-04 05:30:00
14859,61 F,57 F,88 %,NW,6 mph,0 mph,29.9 in,0,2017-11-04 06:00:00
14860,61 F,57 F,88 %,NNW,8 mph,0 mph,29.9 in,0,2017-11-04 06:30:00
14861,61 F,57 F,88 %,NNW,7 mph,0 mph,29.9 in,0,2017-11-04 07:00:00
14862,61 F,57 F,88 %,N,7 mph,18 mph,29.9 in,0,2017-11-04 07:30:00
14863,61 F,57 F,88 %,VAR,6 mph,0 mph,29.9 in,0,2017-11-04 08:00:00
14864,61 F,57 F,88 %,N,6 mph,0 mph,29.9 in,0,2017-11-04 08:12:00
14865,61 F,57 F,88 %,N,5 mph,0 mph,29.9 in,0,2017-11-04 08:30:00
14866,61 F,57 F,88 %,NNW,7 mph,0 mph,29.9 in,0,2017-11-04 09:00:00
14867,63 F,57 F,82 %,NNW,9 mph,0 mph,29.8 in,0,2017-11-04 09:30:00
14868,64 F,57 F,77 %,NNW,7 mph,0 mph,29.9 in,0,2017-11-04 10:00:00
14869,64 F,57 F,77 %,NNW,9 mph,0 mph,29.9 in,0,2017-11-04 10:30:00
14870,64 F,57 F,77 %,NW,9 mph,0 mph,29.9 in,0,2017-11-04 11:00:00
14871,66 F,57 F,73 %,NW,6 mph,0 mph,29.9 in,0,2017-11-04 11:30:00
14872,68 F,59 F,73 %,NNW,5 mph,0 mph,29.9 in,0,2017-11-04 12:00:00
14874,70 F,59 F,68 %,VAR,1 mph,0 mph,29.8 in,0,2017-11-04 13:00:00
14876,70 F,61 F,73 %,S,6 mph,0 mph,29.8 in,0,2017-11-04 14:00:00
14878,70 F,61 F,73 %,SSW,7 mph,0 mph,29.8 in,0,2017-11-04 15:00:00
14880,70 F,61 F,73 %,SW,9 mph,0 mph,29.8 in,0,2017-11-04 16:00:00
14882,70 F,61 F,73 %,SSW,6 mph,0 mph,29.8 in,0,2017-11-04 17:00:00
14884,68 F,61 F,78 %,SSW,6 mph,0 mph,29.8 in,0,2017-11-04 18:00:00
14886,66 F,54 F,64 %,WNW,17 mph,0 mph,29.8 in,0,2017-11-04 19:00:00
14889,61 F,57 F,88 %,WNW,7 mph,0 mph,29.8 in,0,2017-11-04 20:00:00
14891,61 F,55 F,82 %,W,5 mph,0 mph,29.8 in,0,2017-11-04 21:00:00
14893,59 F,57 F,94 %,W,6 mph,0 mph,29.8 in,0,2017-11-04 22:00:00
14895,59 F,55 F,88 %,WNW,6 mph,0 mph,29.8 in,0,2017-11-04 23:00:00
14897,61 F,55 F,82 %,WNW,3 mph,0 mph,29.8 in,0,2017-11-05 00:00:00
14899,61 F,55 F,82 %,NNW,2 mph,0 mph,29.8 in,0,2017-11-05 01:00:00
14900,59 F,57 F,94 %,NNW,2 mph,0 mph,29.8 in,0,2017-11-05 01:30:00
14901,59 F,55 F,88 %,CALM,0 mph,0 mph,29.8 in,0,2017-11-05 02:00:00
14902,59 F,55 F,88 %,VAR,1 mph,0 mph,29.8 in,0,2017-11-05 02:30:00
14903,59 F,55 F,88 %,NNW,5 mph,0 mph,29.8 in,0,2017-11-05 03:00:00
14904,59 F,55 F,88 %,NNW,7 mph,0 mph,29.8 in,0,2017-11-05 03:30:00
14905,59 F,55 F,88 %,N,8 mph,0 mph,29.8 in,0,2017-11-05 04:00:00
14906,59 F,54 F,82 %,N,5 mph,0 mph,29.8 in,0,2017-11-05 04:30:00
14907,59 F,54 F,82 %,WNW,5 mph,0 mph,29.8 in,0,2017-11-05 05:00:00
14908,59 F,54 F,82 %,NW,3 mph,0 mph,29.8 in,0,2017-11-05 05:30:00
14909,57 F,54 F,88 %,NNW,10 mph,0 mph,29.9 in,0,2017-11-05 06:00:00
14910,57 F,54 F,88 %,N,6 mph,0 mph,29.9 in,0,2017-11-05 06:30:00
14911,57 F,54 F,88 %,NW,9 mph,0 mph,29.9 in,0,2017-11-05 07:00:00
14912,57 F,54 F,88 %,NNW,9 mph,0 mph,29.9 in,0,2017-11-05 07:30:00
14913,59 F,54 F,82 %,NW,10 mph,24 mph,29.9 in,0,2017-11-05 08:00:00
14914,59 F,54 F,82 %,NNW,12 mph,29 mph,29.9 in,0,2017-11-05 08:30:00
14915,59 F,50 F,72 %,NW,13 mph,26 mph,29.9 in,0,2017-11-05 09:00:00
14916,61 F,52 F,72 %,NW,13 mph,25 mph,29.9 in,0,2017-11-05 09:30:00
14917,63 F,52 F,68 %,NW,13 mph,25 mph,29.9 in,0,2017-11-05 10:00:00
14918,64 F,52 F,64 %,NW,16 mph,0 mph,29.9 in,0,2017-11-05 10:30:00
14919,64 F,50 F,59 %,NW,13 mph,0 mph,29.9 in,0,2017-11-05 11:00:00
14920,64 F,50 F,59 %,NW,15 mph,0 mph,29.9 in,0,2017-11-05 11:30:00
14921,66 F,48 F,52 %,NW,9 mph,0 mph,29.9 in,0,2017-11-05 12:00:00
14923,68 F,48 F,49 %,WNW,13 mph,0 mph,29.9 in,0,2017-11-05 13:00:00
14925,68 F,46 F,46 %,NW,13 mph,0 mph,29.9 in,0,2017-11-05 14:00:00
14927,68 F,45 F,43 %,WNW,13 mph,0 mph,29.9 in,0,2017-11-05 15:00:00
14929,68 F,43 F,40 %,WNW,12 mph,0 mph,29.9 in,0,2017-11-05 16:00:00
14931,66 F,43 F,43 %,WNW,8 mph,0 mph,29.9 in,0,2017-11-05 17:00:00
14933,63 F,43 F,48 %,W,6 mph,0 mph,29.9 in,0,2017-11-05 18:00:00
14935,63 F,41 F,45 %,W,6 mph,0 mph,29.9 in,0,2017-11-05 19:00:00
14937,61 F,41 F,48 %,NNW,7 mph,0 mph,29.9 in,0,2017-11-05 20:00:00
14939,59 F,41 F,51 %,WNW,9 mph,0 mph,29.9 in,0,2017-11-05 21:00:00
14941,57 F,41 F,55 %,NE,8 mph,0 mph,30.0 in,0,2017-11-05 22:00:00
14943,57 F,39 F,51 %,NNE,6 mph,0 mph,30.0 in,0,2017-11-05 23:00:00
14945,54 F,41 F,62 %,N,9 mph,0 mph,30.0 in,0,2017-11-06 00:00:00
14947,54 F,39 F,58 %,NNE,5 mph,0 mph,30.0 in,0,2017-11-06 01:00:00
14948,55 F,36 F,47 %,ENE,3 mph,0 mph,30.0 in,0,2017-11-06 01:30:00
14949,54 F,37 F,54 %,NNE,7 mph,0 mph,30.0 in,0,2017-11-06 02:00:00
14950,54 F,39 F,58 %,NNW,8 mph,0 mph,30.0 in,0,2017-11-06 02:30:00
14951,54 F,37 F,54 %,NW,12 mph,0 mph,30.0 in,0,2017-11-06 03:00:00
14952,52 F,37 F,58 %,NNW,10 mph,0 mph,30.0 in,0,2017-11-06 03:30:00
14953,50 F,37 F,62 %,NNW,17 mph,0 mph,30.0 in,0,2017-11-06 04:00:00
14954,52 F,34 F,50 %,NW,15 mph,0 mph,30.0 in,0,2017-11-06 04:30:00
14955,54 F,32 F,44 %,NNW,9 mph,0 mph,30.0 in,0,2017-11-06 05:00:00
14956,54 F,32 F,44 %,NNW,10 mph,0 mph,30.0 in,0,2017-11-06 05:30:00
14957,54 F,32 F,44 %,NE,12 mph,0 mph,30.0 in,0,2017-11-06 06:00:00
14958,50 F,34 F,54 %,N,9 mph,0 mph,30.0 in,0,2017-11-06 06:30:00
14959,52 F,30 F,44 %,N,7 mph,0 mph,30.0 in,0,2017-11-06 07:00:00
14960,52 F,30 F,44 %,NW,12 mph,0 mph,30.0 in,0,2017-11-06 07:30:00
14961,52 F,30 F,44 %,NW,10 mph,0 mph,30.0 in,0,2017-11-06 08:00:00
14962,52 F,30 F,44 %,VAR,1 mph,0 mph,30.0 in,0,2017-11-06 08:30:00
14963,54 F,28 F,38 %,WSW,10 mph,0 mph,30.0 in,0,2017-11-06 09:00:00
14964,55 F,27 F,33 %,W,12 mph,24 mph,30.0 in,0,2017-11-06 09:30:00
14965,57 F,27 F,31 %,WNW,14 mph,0 mph,30.0 in,0,2017-11-06 10:00:00
14966,57 F,30 F,36 %,WNW,16 mph,0 mph,30.0 in,0,2017-11-06 10:30:00
14967,59 F,27 F,29 %,NW,16 mph,29 mph,30.0 in,0,2017-11-06 11:00:00
14968,59 F,27 F,29 %,WNW,18 mph,0 mph,30.0 in,0,2017-11-06 11:30:00
14969,61 F,27 F,27 %,WNW,16 mph,0 mph,30.0 in,0,2017-11-06 12:00:00
14971,61 F,25 F,25 %,WNW,18 mph,0 mph,30.0 in,0,2017-11-06 13:00:00
14973,63 F,21 F,20 %,NW,13 mph,0 mph,29.9 in,0,2017-11-06 14:00:00
14975,63 F,21 F,20 %,NW,17 mph,0 mph,29.9 in,0,2017-11-06 15:00:00
14977,63 F,19 F,19 %,WNW,14 mph,0 mph,29.9 in,0,2017-11-06 16:00:00
14979,61 F,16 F,17 %,WNW,16 mph,0 mph,29.9 in,0,2017-11-06 17:00:00
14981,59 F,16 F,19 %,NW,15 mph,0 mph,29.9 in,0,2017-11-06 18:00:00
14983,57 F,16 F,20 %,NW,16 mph,0 mph,29.9 in,0,2017-11-06 19:00:00
14985,54 F,19 F,26 %,NNW,12 mph,0 mph,29.9 in,0,2017-11-06 20:00:00
14987,52 F,21 F,30 %,NNW,12 mph,0 mph,29.9 in,0,2017-11-06 21:00:00
14989,50 F,21 F,32 %,NNW,12 mph,23 mph,29.9 in,0,2017-11-06 22:00:00
14991,50 F,21 F,32 %,NNW,13 mph,0 mph,29.9 in,0,2017-11-06 23:00:00
14993,50 F,21 F,32 %,NNW,12 mph,0 mph,29.9 in,0,2017-11-07 00:00:00
14995,48 F,23 F,37 %,NNW,12 mph,0 mph,29.9 in,0,2017-11-07 01:00:00
14996,46 F,23 F,40 %,NNW,13 mph,0 mph,29.9 in,0,2017-11-07 01:30:00
14997,46 F,23 F,40 %,NNW,13 mph,0 mph,29.9 in,0,2017-11-07 02:00:00
14998,46 F,23 F,40 %,NNW,9 mph,0 mph,29.9 in,0,2017-11-07 02:30:00
14999,46 F,23 F,40 %,NNW,9 mph,0 mph,29.9 in,0,2017-11-07 03:00:00
15000,45 F,25 F,46 %,NNW,9 mph,0 mph,29.9 in,0,2017-11-07 03:30:00
15001,45 F,25 F,46 %,NNW,12 mph,0 mph,30.0 in,0,2017-11-07 04:00:00
15002,45 F,25 F,46 %,NNW,8 mph,0 mph,30.0 in,0,2017-11-07 04:30:00
15003,45 F,25 F,46 %,NW,12 mph,0 mph,30.0 in,0,2017-11-07 05:00:00
15004,43 F,25 F,49 %,NNW,10 mph,0 mph,29.9 in,0,2017-11-07 05:30:00
15005,43 F,25 F,49 %,NNW,8 mph,0 mph,30.0 in,0,2017-11-07 06:00:00
15006,43 F,27 F,53 %,NNW,12 mph,0 mph,30.0 in,0,2017-11-07 06:30:00
15007,43 F,27 F,53 %,NNW,10 mph,0 mph,30.0 in,0,2017-11-07 07:00:00
15008,43 F,27 F,53 %,NW,8 mph,0 mph,30.0 in,0,2017-11-07 07:30:00
15009,43 F,27 F,53 %,NW,10 mph,0 mph,30.0 in,0,2017-11-07 08:00:00
15010,45 F,28 F,53 %,NW,9 mph,0 mph,30.0 in,0,2017-11-07 08:30:00
15011,46 F,28 F,50 %,NNW,16 mph,0 mph,30.0 in,0,2017-11-07 09:00:00
15012,48 F,28 F,46 %,NW,15 mph,0 mph,30.0 in,0,2017-11-07 09:30:00
15013,48 F,30 F,50 %,NNW,14 mph,0 mph,30.0 in,0,2017-11-07 10:00:00
15014,52 F,30 F,44 %,NNW,16 mph,0 mph,30.0 in,0,2017-11-07 10:30:00
15015,52 F,30 F,44 %,NNW,14 mph,25 mph,30.0 in,0,2017-11-07 11:00:00
15016,55 F,28 F,36 %,N,14 mph,0 mph,30.0 in,0,2017-11-07 11:30:00
15017,55 F,28 F,36 %,N,9 mph,0 mph,30.0 in,0,2017-11-07 12:00:00
15019,57 F,27 F,31 %,NNW,10 mph,0 mph,30.0 in,0,2017-11-07 13:00:00
15021,61 F,30 F,31 %,WSW,3 mph,0 mph,30.0 in,0,2017-11-07 14:00:00
15023,61 F,30 F,31 %,SW,8 mph,0 mph,29.9 in,0,2017-11-07 15:00:00
15025,61 F,34 F,36 %,SW,13 mph,0 mph,29.9 in,0,2017-11-07 16:00:00
15027,59 F,27 F,29 %,NNW,7 mph,0 mph,29.9 in,0,2017-11-07 17:00:00
15029,55 F,28 F,36 %,NNW,7 mph,0 mph,30.0 in,0,2017-11-07 18:00:00
15031,54 F,28 F,38 %,NNW,8 mph,0 mph,30.0 in,0,2017-11-07 19:00:00
15033,50 F,30 F,47 %,NW,8 mph,0 mph,30.0 in,0,2017-11-07 20:00:00
15035,50 F,30 F,47 %,NNW,9 mph,0 mph,30.0 in,0,2017-11-07 21:00:00
15037,50 F,30 F,47 %,NW,10 mph,0 mph,30.0 in,0,2017-11-07 22:00:00
15039,48 F,30 F,50 %,NNW,9 mph,0 mph,30.0 in,0,2017-11-07 23:00:00
15041,46 F,32 F,57 %,NNW,14 mph,0 mph,30.0 in,0,2017-11-08 00:00:00
15043,45 F,32 F,61 %,NNW,13 mph,0 mph,30.0 in,0,2017-11-08 01:00:00
15044,45 F,32 F,61 %,NNW,13 mph,0 mph,30.0 in,0,2017-11-08 01:30:00
15045,45 F,32 F,61 %,NNW,13 mph,0 mph,30.0 in,0,2017-11-08 02:00:00
15046,45 F,32 F,61 %,NNW,14 mph,0 mph,30.0 in,0,2017-11-08 02:30:00
15047,45 F,30 F,57 %,NNW,14 mph,0 mph,30.0 in,0,2017-11-08 03:00:00
15048,43 F,30 F,61 %,NNW,14 mph,0 mph,30.0 in,0,2017-11-08 03:30:00
15049,43 F,30 F,61 %,NNW,14 mph,0 mph,30.0 in,0,2017-11-08 04:00:00
15050,43 F,32 F,66 %,NNW,13 mph,0 mph,30.0 in,0,2017-11-08 04:30:00
15051,45 F,32 F,61 %,NNW,14 mph,0 mph,30.0 in,0,2017-11-08 05:00:00
15052,43 F,32 F,66 %,NNW,15 mph,0 mph,30.0 in,0,2017-11-08 05:30:00
15053,43 F,32 F,66 %,NNW,17 mph,0 mph,30.0 in,0,2017-11-08 06:00:00
15054,43 F,30 F,61 %,NNW,13 mph,0 mph,30.0 in,0,2017-11-08 06:30:00
15055,43 F,30 F,61 %,NNW,15 mph,0 mph,30.0 in,0,2017-11-08 07:00:00
15056,43 F,32 F,66 %,NNW,12 mph,0 mph,30.0 in,0,2017-11-08 07:30:00
15057,43 F,32 F,66 %,NNW,15 mph,0 mph,30.0 in,0,2017-11-08 08:00:00
15058,43 F,30 F,61 %,NNW,18 mph,0 mph,30.1 in,0,2017-11-08 08:30:00
15059,43 F,30 F,61 %,NNW,15 mph,0 mph,30.1 in,0,2017-11-08 09:00:00
15060,45 F,32 F,61 %,NNW,14 mph,25 mph,30.1 in,0,2017-11-08 09:30:00
15061,48 F,32 F,54 %,NNW,15 mph,0 mph,30.1 in,0,2017-11-08 10:00:00
15062,50 F,32 F,50 %,NNW,14 mph,29 mph,30.1 in,0,2017-11-08 10:30:00
15063,54 F,30 F,41 %,NNW,13 mph,0 mph,30.1 in,0,2017-11-08 11:00:00
15064,55 F,30 F,38 %,NNW,10 mph,0 mph,30.1 in,0,2017-11-08 11:30:00
15065,55 F,30 F,38 %,NNW,10 mph,24 mph,30.1 in,0,2017-11-08 12:00:00
15067,55 F,32 F,41 %,NW,10 mph,0 mph,30.1 in,0,2017-11-08 13:00:00
15069,59 F,34 F,39 %,NNW,10 mph,0 mph,30.1 in,0,2017-11-08 14:00:00
15071,57 F,36 F,44 %,NNW,12 mph,24 mph,30.1 in,0,2017-11-08 15:00:00
15073,57 F,37 F,48 %,NNW,10 mph,0 mph,30.0 in,0,2017-11-08 16:00:00
15075,57 F,37 F,48 %,NNW,6 mph,0 mph,30.1 in,0,2017-11-08 17:00:00
15077,55 F,37 F,51 %,NW,5 mph,0 mph,30.1 in,0,2017-11-08 18:00:00
15079,55 F,39 F,54 %,VAR,2 mph,0 mph,30.1 in,0,2017-11-08 19:00:00
15081,54 F,39 F,58 %,N,5 mph,0 mph,30.1 in,0,2017-11-08 20:00:00
15083,52 F,41 F,67 %,NNW,6 mph,0 mph,30.1 in,0,2017-11-08 21:00:00
15085,50 F,39 F,66 %,NNW,8 mph,0 mph,30.1 in,0,2017-11-08 22:00:00
15087,50 F,37 F,62 %,NW,10 mph,0 mph,30.1 in,0,2017-11-08 23:00:00
15090,52 F,37 F,58 %,N,7 mph,0 mph,30.1 in,0,2017-11-09 00:00:00
15092,48 F,37 F,66 %,NNW,7 mph,0 mph,30.1 in,0,2017-11-09 01:00:00
15093,48 F,37 F,66 %,NNW,7 mph,0 mph,30.1 in,0,2017-11-09 01:30:00
15094,48 F,37 F,66 %,NNW,12 mph,0 mph,30.1 in,0,2017-11-09 02:00:00
15095,46 F,37 F,71 %,NNW,8 mph,0 mph,30.1 in,0,2017-11-09 02:30:00
15096,46 F,36 F,66 %,NNW,9 mph,0 mph,30.1 in,0,2017-11-09 03:00:00
15097,46 F,36 F,66 %,NNW,13 mph,0 mph,30.1 in,0,2017-11-09 03:30:00
15098,46 F,36 F,66 %,NNW,16 mph,0 mph,30.1 in,0,2017-11-09 04:00:00
15099,45 F,36 F,71 %,NNW,16 mph,0 mph,30.1 in,0,2017-11-09 04:30:00
15100,45 F,36 F,71 %,NW,15 mph,0 mph,30.1 in,0,2017-11-09 05:00:00
15101,45 F,36 F,71 %,NNW,15 mph,0 mph,30.1 in,0,2017-11-09 05:30:00
15102,45 F,36 F,71 %,NNW,16 mph,0 mph,30.1 in,0,2017-11-09 06:00:00
15103,43 F,36 F,76 %,NNW,16 mph,0 mph,30.1 in,0,2017-11-09 06:30:00
15104,43 F,36 F,76 %,NNW,16 mph,0 mph,30.1 in,0,2017-11-09 07:00:00
15105,43 F,34 F,70 %,NNW,18 mph,0 mph,30.1 in,0,2017-11-09 07:30:00
15106,43 F,34 F,70 %,NNW,14 mph,25 mph,30.1 in,0,2017-11-09 08:00:00
15107,45 F,36 F,71 %,NNW,16 mph,29 mph,30.2 in,0,2017-11-09 08:30:00
15108,46 F,34 F,62 %,NNW,15 mph,0 mph,30.2 in,0,2017-11-09 09:00:00
15109,48 F,34 F,57 %,NW,15 mph,0 mph,30.2 in,0,2017-11-09 09:30:00
15110,50 F,34 F,54 %,NNW,16 mph,0 mph,30.2 in,0,2017-11-09 10:00:00
15111,50 F,36 F,58 %,NNW,16 mph,0 mph,30.2 in,0,2017-11-09 10:30:00
15112,52 F,36 F,54 %,NNW,16 mph,0 mph,30.2 in,0,2017-11-09 11:00:00
15113,54 F,36 F,51 %,NW,13 mph,0 mph,30.2 in,0,2017-11-09 11:30:00
15114,54 F,36 F,51 %,NW,13 mph,25 mph,30.2 in,0,2017-11-09 12:00:00
15116,57 F,34 F,41 %,NNW,8 mph,0 mph,30.1 in,0,2017-11-09 13:00:00
15118,59 F,36 F,42 %,NNE,8 mph,20 mph,30.1 in,0,2017-11-09 14:00:00
15120,57 F,37 F,48 %,SW,7 mph,0 mph,30.1 in,0,2017-11-09 15:00:00
15122,57 F,39 F,51 %,SW,7 mph,0 mph,30.1 in,0,2017-11-09 16:00:00
15124,57 F,37 F,48 %,VAR,2 mph,0 mph,30.1 in,0,2017-11-09 17:00:00
15126,55 F,39 F,54 %,NE,3 mph,0 mph,30.1 in,0,2017-11-09 18:00:00
15128,54 F,41 F,62 %,NE,6 mph,0 mph,30.2 in,0,2017-11-09 19:00:00
15130,50 F,41 F,71 %,NNW,6 mph,0 mph,30.2 in,0,2017-11-09 20:00:00
15132,50 F,41 F,71 %,NNW,8 mph,0 mph,30.2 in,0,2017-11-09 21:00:00
15134,50 F,41 F,71 %,NNW,8 mph,0 mph,30.2 in,0,2017-11-09 22:00:00
15136,48 F,39 F,71 %,NNW,9 mph,0 mph,30.2 in,0,2017-11-09 23:00:00
15138,46 F,39 F,76 %,NNW,13 mph,0 mph,30.2 in,0,2017-11-10 00:00:00
15140,46 F,39 F,76 %,NW,13 mph,0 mph,30.2 in,0,2017-11-10 01:00:00
15141,45 F,39 F,81 %,NNW,12 mph,0 mph,30.2 in,0,2017-11-10 01:30:00
15142,45 F,39 F,81 %,NNW,10 mph,0 mph,30.2 in,0,2017-11-10 02:00:00
15143,46 F,37 F,71 %,NW,10 mph,0 mph,30.2 in,0,2017-11-10 02:30:00
