,Datetime,Id,District Name,Weekday,Part of the day,Mild injuries,Serious injuries,Victims,Vehicles involved,Longitude,Latitude,Datetime.1
692,2017-07-11 17:00:00,2017S006112    ,Sants-Montjuïc,Tuesday,Afternoon,0,0,0,2,2.126819,41.327056,2017-07-11 17:00:00
1034,2017-07-11 18:00:00,2017S006031    ,Gràcia,Tuesday,Afternoon,1,0,1,2,2.165276,41.402648,2017-07-11 18:00:00
604,2017-07-11 19:00:00,2017S006038    ,Eixample,Tuesday,Afternoon,1,0,1,2,2.180715,41.39702,2017-07-11 19:00:00
3811,2017-07-11 20:00:00,2017S006041    ,Sant Martí,Tuesday,Afternoon,1,0,1,1,2.183407,41.407785,2017-07-11 20:00:00
3872,2017-07-11 21:00:00,2017S006046    ,Sant Martí,Tuesday,Afternoon,1,0,1,2,2.213061,41.416011,2017-07-11 21:00:00
5730,2017-07-11 22:00:00,2017S006044    ,Sants-Montjuïc,Tuesday,Night,2,0,2,2,2.149394,41.374654,2017-07-11 22:00:00
1396,2017-07-11 23:00:00,2017S006048    ,Ciutat Vella,Tuesday,Night,1,0,1,2,2.176656,41.374429,2017-07-11 23:00:00
2366,2017-07-12 00:00:00,2017S006049    ,Horta-Guinardó,Wednesday,Night,1,0,1,1,2.166491,41.412153,2017-07-12 00:00:00
7855,2017-07-12 01:00:00,2017S006050    ,Sant Martí,Wednesday,Night,2,0,2,2,2.186859,41.391505,2017-07-12 01:00:00
6658,2017-07-12 03:00:00,2017S006113    ,Eixample,Wednesday,Night,1,0,1,2,2.1494,41.383924,2017-07-12 03:00:00
3057,2017-07-12 06:00:00,2017S006051    ,Eixample,Wednesday,Morning,1,0,1,1,2.173899,41.389113,2017-07-12 06:00:00
173,2017-07-12 08:00:00,2017S006063    ,Sant Martí,Wednesday,Morning,1,0,1,2,2.197996,41.389281,2017-07-12 08:00:00
6216,2017-07-12 09:00:00,2017S006055    ,Horta-Guinardó,Wednesday,Morning,1,0,1,2,2.153282,41.433584,2017-07-12 09:00:00
2788,2017-07-12 10:00:00,2017S006061    ,Eixample,Wednesday,Morning,1,0,1,2,2.14719,41.38219,2017-07-12 10:00:00
726,2017-07-12 11:00:00,2017S006059    ,Sants-Montjuïc,Wednesday,Morning,1,0,1,2,2.14571,41.376385,2017-07-12 11:00:00
1328,2017-07-12 12:00:00,2017S006064    ,Sant Martí,Wednesday,Morning,1,0,1,2,2.195174,41.399503,2017-07-12 12:00:00
723,2017-07-12 13:00:00,2017S006068    ,Sants-Montjuïc,Wednesday,Morning,1,0,1,2,2.142514,41.373786,2017-07-12 13:00:00
2956,2017-07-12 14:00:00,2017S006067    ,Eixample,Wednesday,Afternoon,1,0,1,3,2.151896,41.377445,2017-07-12 14:00:00
4465,2017-07-12 15:00:00,2017S006069    ,Sants-Montjuïc,Wednesday,Afternoon,1,0,1,2,2.157825,41.353001,2017-07-12 15:00:00
4179,2017-07-12 16:00:00,2017S006078    ,Eixample,Wednesday,Afternoon,1,0,1,2,2.183358,41.40433,2017-07-12 16:00:00
58,2017-07-12 17:00:00,2017S006079    ,Sant Martí,Wednesday,Afternoon,1,0,1,1,2.187637,41.41082700000001,2017-07-12 17:00:00
4034,2017-07-12 18:00:00,2017S006084    ,Ciutat Vella,Wednesday,Afternoon,1,0,1,2,2.193327,41.381227,2017-07-12 18:00:00
5381,2017-07-12 19:00:00,2017S006077    ,Eixample,Wednesday,Afternoon,1,0,1,2,2.163196,41.374973,2017-07-12 19:00:00
5142,2017-07-12 21:00:00,2017S006082    ,Sant Martí,Wednesday,Afternoon,1,0,1,2,2.2164490000000003,41.411787,2017-07-12 21:00:00
10028,2017-07-12 22:00:00,2017S006085    ,Sarrià-Sant Gervasi,Wednesday,Night,1,0,1,2,2.14665,41.409088,2017-07-12 22:00:00
8309,2017-07-13 06:00:00,2017S006086    ,Eixample,Thursday,Morning,1,0,1,2,2.176444,41.408074,2017-07-13 06:00:00
2787,2017-07-13 07:00:00,2017S006087    ,Eixample,Thursday,Morning,1,0,1,2,2.14719,41.38219,2017-07-13 07:00:00
5737,2017-07-13 08:00:00,2017S006091    ,Sants-Montjuïc,Thursday,Morning,3,0,3,3,2.168121,41.361562,2017-07-13 08:00:00
3509,2017-07-13 09:00:00,2017S006088    ,Gràcia,Thursday,Morning,1,0,1,2,2.142407,41.41199500000001,2017-07-13 09:00:00
7501,2017-07-13 10:00:00,2017S006095    ,Horta-Guinardó,Thursday,Morning,1,0,1,1,2.171724,41.426561,2017-07-13 10:00:00
2143,2017-07-13 11:00:00,2017S006092    ,Sarrià-Sant Gervasi,Thursday,Morning,1,0,1,3,2.12716,41.389175,2017-07-13 11:00:00
150,2017-07-13 12:00:00,2017S006098    ,Sant Martí,Thursday,Morning,1,0,1,2,2.219305,41.41132800000001,2017-07-13 12:00:00
1475,2017-07-13 13:00:00,2017S006100    ,Eixample,Thursday,Morning,1,0,1,1,2.155303,41.377779,2017-07-13 13:00:00
460,2017-07-13 14:00:00,2017S006121    ,Eixample,Thursday,Afternoon,2,0,2,2,2.168634,41.400116,2017-07-13 14:00:00
931,2017-07-13 15:00:00,2017S006116    ,Sarrià-Sant Gervasi,Thursday,Afternoon,1,0,1,2,2.129147,41.400643,2017-07-13 15:00:00
1596,2017-07-13 17:00:00,2017S006114    ,Eixample,Thursday,Afternoon,1,0,1,2,2.160532,41.397011,2017-07-13 17:00:00
8278,2017-07-13 18:00:00,2017S006115    ,Eixample,Thursday,Afternoon,1,0,1,2,2.176318,41.4005,2017-07-13 18:00:00
6665,2017-07-13 19:00:00,2017S006119    ,Eixample,Thursday,Afternoon,1,1,2,2,2.146564,41.382537,2017-07-13 19:00:00
7024,2017-07-13 20:00:00,2017S006123    ,Eixample,Thursday,Afternoon,1,0,1,2,2.174292,41.399253,2017-07-13 20:00:00
9150,2017-07-13 21:00:00,2017S006120    ,Sant Martí,Thursday,Afternoon,1,0,1,1,2.203487,41.415191,2017-07-13 21:00:00
1920,2017-07-13 22:00:00,2017S006124    ,Sants-Montjuïc,Thursday,Night,1,0,1,2,2.145124,41.375205,2017-07-13 22:00:00
5528,2017-07-13 23:00:00,2017S006128    ,Eixample,Thursday,Night,1,0,1,2,2.150557,41.375776,2017-07-13 23:00:00
3988,2017-07-14 00:00:00,2017S006134    ,Ciutat Vella,Friday,Night,2,0,2,2,2.1819740000000003,41.381016,2017-07-14 00:00:00
2215,2017-07-14 01:00:00,2017S006133    ,Gràcia,Friday,Night,1,0,1,2,2.155459,41.399843,2017-07-14 01:00:00
8561,2017-07-14 07:00:00,2017S006135    ,Les Corts,Friday,Morning,1,0,1,2,2.108098,41.388963,2017-07-14 07:00:00
3570,2017-07-14 08:00:00,2017S006136    ,Gràcia,Friday,Morning,1,0,1,2,2.1606970000000003,41.40570200000001,2017-07-14 08:00:00
168,2017-07-14 10:00:00,2017S006138    ,Sant Martí,Friday,Morning,1,0,1,2,2.197259,41.393964,2017-07-14 10:00:00
3734,2017-07-14 13:00:00,2017S006141    ,Sant Andreu,Friday,Morning,1,0,1,2,2.185776,41.425694,2017-07-14 13:00:00
2454,2017-07-14 14:00:00,2017S006144    ,Sant Andreu,Friday,Afternoon,1,0,1,1,2.191268,41.417078,2017-07-14 14:00:00
3346,2017-07-14 15:00:00,2017S006143    ,Les Corts,Friday,Afternoon,1,0,1,1,2.107752,41.380435,2017-07-14 15:00:00
7528,2017-07-14 16:00:00,2017S006147    ,Horta-Guinardó,Friday,Afternoon,1,0,1,1,2.158185,41.439396,2017-07-14 16:00:00
950,2017-07-14 17:00:00,2017S006156    ,Sarrià-Sant Gervasi,Friday,Afternoon,1,0,1,2,2.130538,41.41350900000001,2017-07-14 17:00:00
1192,2017-07-14 18:00:00,2017S006149    ,Sant Andreu,Friday,Afternoon,1,0,1,2,2.193693,41.442703,2017-07-14 18:00:00
2333,2017-07-14 19:00:00,2017S006154    ,Horta-Guinardó,Friday,Afternoon,0,1,1,1,2.170393,41.409219,2017-07-14 19:00:00
10208,2017-07-14 21:00:00,2017S006155    ,Nou Barris,Friday,Afternoon,1,0,1,2,2.16722,41.44139600000001,2017-07-14 21:00:00
4928,2017-07-14 22:00:00,2017S006160    ,Horta-Guinardó,Friday,Night,1,0,1,2,2.178315,41.416939,2017-07-14 22:00:00
1334,2017-07-15 01:00:00,2017S006162    ,Sant Martí,Saturday,Night,2,0,2,3,2.201567,41.414188,2017-07-15 01:00:00
3461,2017-07-15 06:00:00,2017S006166    ,Sarrià-Sant Gervasi,Saturday,Morning,1,0,1,1,2.13767,41.40233900000001,2017-07-15 06:00:00
3552,2017-07-15 09:00:00,2017S006169    ,Gràcia,Saturday,Morning,1,0,1,1,2.163708,41.410861,2017-07-15 09:00:00
636,2017-07-15 10:00:00,2017S006168    ,Eixample,Saturday,Morning,1,0,1,2,2.17783,41.401877,2017-07-15 10:00:00
6882,2017-07-15 11:00:00,2017S006167    ,Eixample,Saturday,Morning,1,0,1,2,2.150552,41.391607,2017-07-15 11:00:00
3616,2017-07-15 12:00:00,2017S006172    ,Horta-Guinardó,Saturday,Morning,2,0,2,1,2.161426,41.429673,2017-07-15 12:00:00
136,2017-07-15 13:00:00,2017S008323    ,Sant Martí,Saturday,Morning,2,0,2,2,2.215322,41.404969,2017-07-15 13:00:00
3314,2017-07-15 14:00:00,2017S006174    ,Les Corts,Saturday,Afternoon,1,0,1,3,2.137125,41.390772,2017-07-15 14:00:00
5010,2017-07-15 16:00:00,2017S006176    ,Sant Andreu,Saturday,Afternoon,1,0,1,1,2.191416,41.436041,2017-07-15 16:00:00
5154,2017-07-15 17:00:00,2017S006178    ,Sant Martí,Saturday,Afternoon,1,0,1,2,2.200672,41.406603,2017-07-15 17:00:00
7536,2017-07-15 18:00:00,2017S006179    ,Horta-Guinardó,Saturday,Afternoon,2,0,2,3,2.161306,41.436762,2017-07-15 18:00:00
283,2017-07-15 19:00:00,2017S006180    ,Eixample,Saturday,Afternoon,1,0,1,2,2.149421,41.38222800000001,2017-07-15 19:00:00
1639,2017-07-15 20:00:00,2017S006181    ,Eixample,Saturday,Afternoon,2,0,2,2,2.155059,41.384771,2017-07-15 20:00:00
4607,2017-07-15 21:00:00,2017S006194    ,Les Corts,Saturday,Afternoon,1,0,1,1,2.137271,41.386803,2017-07-15 21:00:00
7912,2017-07-15 23:00:00,2017S006186    ,Sant Martí,Saturday,Night,0,0,0,2,2.200096,41.389776,2017-07-15 23:00:00
2271,2017-07-16 00:00:00,2017S006191    ,Horta-Guinardó,Sunday,Night,6,0,6,5,2.129975,41.431946,2017-07-16 00:00:00
1630,2017-07-16 01:00:00,2017S006190    ,Eixample,Sunday,Night,1,0,1,2,2.151307,41.39445900000001,2017-07-16 01:00:00
6273,2017-07-16 04:00:00,2017S006192    ,Nou Barris,Sunday,Night,0,0,0,4,2.1726400000000003,41.45995300000001,2017-07-16 04:00:00
9225,2017-07-16 05:00:00,2017S006193    ,Ciutat Vella,Sunday,Night,0,1,1,1,2.170003,41.374971,2017-07-16 05:00:00
312,2017-07-16 07:00:00,2017S006195    ,Eixample,Sunday,Morning,2,0,2,1,2.151673,41.387327,2017-07-16 07:00:00
1162,2017-07-16 10:00:00,2017S006197    ,Nou Barris,Sunday,Morning,1,0,1,1,2.175939,41.435423,2017-07-16 10:00:00
10050,2017-07-16 11:00:00,2017S006198    ,Gràcia,Sunday,Morning,1,0,1,2,2.1447130000000003,41.413262,2017-07-16 11:00:00
9159,2017-07-16 13:00:00,2017S006199    ,Sant Martí,Sunday,Morning,3,0,3,3,2.188856,41.404701,2017-07-16 13:00:00
10258,2017-07-16 14:00:00,2017S006200    ,Nou Barris,Sunday,Afternoon,4,0,4,2,2.173837,41.432123,2017-07-16 14:00:00
4382,2017-07-16 15:00:00,2017S006202    ,Eixample,Sunday,Afternoon,0,0,0,2,2.182126,41.400442,2017-07-16 15:00:00
6386,2017-07-16 18:00:00,2017S006203    ,Sant Andreu,Sunday,Afternoon,2,0,2,2,2.193018,41.44227100000001,2017-07-16 18:00:00
2411,2017-07-16 19:00:00,2017S006205    ,Nou Barris,Sunday,Afternoon,1,0,1,1,2.184934,41.442695,2017-07-16 19:00:00
1159,2017-07-16 20:00:00,2017S006206    ,Nou Barris,Sunday,Afternoon,0,0,0,2,2.180756,41.428673,2017-07-16 20:00:00
2707,2017-07-16 22:00:00,2017S006207    ,Ciutat Vella,Sunday,Night,1,0,1,2,2.177246,41.376295,2017-07-16 22:00:00
3388,2017-07-16 23:00:00,2017S006209    ,Sarrià-Sant Gervasi,Sunday,Night,0,0,0,1,2.147725,41.397172,2017-07-16 23:00:00
2151,2017-07-17 00:00:00,2017S006210    ,Sarrià-Sant Gervasi,Monday,Night,1,0,1,2,2.135434,41.414803000000006,2017-07-17 00:00:00
5608,2017-07-17 06:00:00,2017S006213    ,Eixample,Monday,Morning,2,0,2,2,2.173408,41.389688,2017-07-17 06:00:00
8469,2017-07-17 07:00:00,2017S006214    ,Sants-Montjuïc,Monday,Morning,1,0,1,1,2.137771,41.377788,2017-07-17 07:00:00
660,2017-07-17 08:00:00,2017S006216    ,Sants-Montjuïc,Monday,Morning,1,0,1,2,2.176055,41.372471,2017-07-17 08:00:00
2219,2017-07-17 09:00:00,2017S006237    ,Gràcia,Monday,Morning,1,0,1,2,2.1507,41.403371,2017-07-17 09:00:00
7546,2017-07-17 10:00:00,2017S006220    ,Horta-Guinardó,Monday,Morning,1,0,1,1,2.154692,41.428075,2017-07-17 10:00:00
2791,2017-07-17 11:00:00,2017S006222    ,Eixample,Monday,Morning,2,0,2,3,2.152792,41.379675,2017-07-17 11:00:00
7862,2017-07-17 12:00:00,2017S006223    ,Sant Martí,Monday,Morning,2,0,2,2,2.209291,41.400166,2017-07-17 12:00:00
1363,2017-07-17 13:00:00,2017S006228    ,Sant Martí,Monday,Morning,2,0,2,2,2.189091,41.393131,2017-07-17 13:00:00
3345,2017-07-17 14:00:00,2017S006243    ,Les Corts,Monday,Afternoon,0,1,1,2,2.107282,41.38662,2017-07-17 14:00:00
2007,2017-07-17 15:00:00,2017S006234    ,Les Corts,Monday,Afternoon,1,0,1,2,2.13271,41.391369,2017-07-17 15:00:00
2666,2017-07-17 17:00:00,2017S006236    ,Sant Martí,Monday,Afternoon,1,0,1,2,2.210348,41.399862,2017-07-17 17:00:00
3768,2017-07-17 18:00:00,2017S006239    ,Sant Andreu,Monday,Afternoon,1,0,1,2,2.193426,41.447055,2017-07-17 18:00:00
4284,2017-07-17 19:00:00,2017S006244    ,Eixample,Monday,Afternoon,1,0,1,2,2.153947,41.385623,2017-07-17 19:00:00
543,2017-07-17 20:00:00,2017S006246    ,Eixample,Monday,Afternoon,1,0,1,2,2.169896,41.390642,2017-07-17 20:00:00
4271,2017-07-17 21:00:00,2017S006247    ,Eixample,Monday,Afternoon,1,0,1,2,2.149706,41.389414,2017-07-17 21:00:00
1416,2017-07-17 23:00:00,2017S006250    ,Ciutat Vella,Monday,Night,2,0,2,2,2.1795400000000003,41.383496,2017-07-17 23:00:00
9658,2017-07-18 01:00:00,2017S006252    ,Eixample,Tuesday,Night,1,0,1,1,2.173864,41.404168,2017-07-18 01:00:00
3658,2017-07-18 04:00:00,2017S006253    ,Horta-Guinardó,Tuesday,Night,1,0,1,1,2.176198,41.424724,2017-07-18 04:00:00
3682,2017-07-18 06:00:00,2017S006255    ,Nou Barris,Tuesday,Morning,1,0,1,2,2.183269,41.44827100000001,2017-07-18 06:00:00
10014,2017-07-18 08:00:00,2017S006256    ,Sarrià-Sant Gervasi,Tuesday,Morning,1,0,1,2,2.136315,41.410951,2017-07-18 08:00:00
7274,2017-07-18 09:00:00,2017S006260    ,Les Corts,Tuesday,Morning,1,0,1,2,2.123275,41.387282,2017-07-18 09:00:00
286,2017-07-18 10:00:00,2017S006257    ,Eixample,Tuesday,Morning,2,0,2,1,2.15237,41.386612,2017-07-18 10:00:00
243,2017-07-18 11:00:00,2017S006259    ,Ciutat Vella,Tuesday,Morning,1,0,1,1,2.174323,41.38729,2017-07-18 11:00:00
2109,2017-07-18 12:00:00,2017S006277    ,Sarrià-Sant Gervasi,Tuesday,Morning,1,0,1,2,2.138825,41.391215,2017-07-18 12:00:00
5989,2017-07-18 13:00:00,2017S006265    ,Sarrià-Sant Gervasi,Tuesday,Morning,1,0,1,2,2.118447,41.407374,2017-07-18 13:00:00
2992,2017-07-18 14:00:00,2017S006276    ,Eixample,Tuesday,Afternoon,1,0,1,1,2.1528110000000003,41.38818,2017-07-18 14:00:00
890,2017-07-18 15:00:00,2017S006282    ,Sarrià-Sant Gervasi,Tuesday,Afternoon,1,0,1,2,2.148092,41.395175,2017-07-18 15:00:00
2190,2017-07-18 16:00:00,2017S006278    ,Gràcia,Tuesday,Afternoon,0,0,0,2,2.1466380000000003,41.410781,2017-07-18 16:00:00
8773,2017-07-18 18:00:00,2017S006440    ,Gràcia,Tuesday,Afternoon,1,0,1,2,2.155714,41.395567,2017-07-18 18:00:00
1402,2017-07-18 20:00:00,2017S006284    ,Ciutat Vella,Tuesday,Afternoon,1,0,1,1,2.172961,41.380418,2017-07-18 20:00:00
521,2017-07-18 21:00:00,2017S006289    ,Eixample,Tuesday,Afternoon,1,0,1,3,2.175728,41.394232,2017-07-18 21:00:00
671,2017-07-18 22:00:00,2017S006293    ,Sants-Montjuïc,Tuesday,Night,1,0,1,2,2.160933,41.37497800000001,2017-07-18 22:00:00
271,2017-07-18 23:00:00,2017S006292    ,Eixample,Tuesday,Night,1,0,1,2,2.151653,41.378821,2017-07-18 23:00:00
6547,2017-07-19 02:00:00,2017S006294    ,Sant Martí,Wednesday,Night,1,2,3,2,2.218332,41.406911,2017-07-19 02:00:00
1128,2017-07-19 09:00:00,2017S006309    ,Nou Barris,Wednesday,Morning,0,0,0,1,2.17159,41.460428,2017-07-19 09:00:00
4363,2017-07-19 10:00:00,2017S006299    ,Eixample,Wednesday,Morning,1,0,1,2,2.170988,41.391485,2017-07-19 10:00:00
464,2017-07-19 11:00:00,2017S006302    ,Eixample,Wednesday,Morning,1,0,1,4,2.169284,41.397054,2017-07-19 11:00:00
10271,2017-07-19 12:00:00,2017S006303    ,Sant Andreu,Wednesday,Morning,1,0,1,2,2.191087,41.423947,2017-07-19 12:00:00
1531,2017-07-19 13:00:00,2017S006307    ,Eixample,Wednesday,Morning,2,0,2,2,2.16173,41.384175,2017-07-19 13:00:00
3447,2017-07-19 14:00:00,2017S006305    ,Sarrià-Sant Gervasi,Wednesday,Afternoon,1,0,1,2,2.127138,41.394711,2017-07-19 14:00:00
8118,2017-07-19 15:00:00,2017S006308    ,Eixample,Wednesday,Afternoon,1,0,1,2,2.158465,41.38733,2017-07-19 15:00:00
2186,2017-07-19 16:00:00,2017S006312    ,Sarrià-Sant Gervasi,Wednesday,Afternoon,1,0,1,2,2.149851,41.403356,2017-07-19 16:00:00
274,2017-07-19 17:00:00,2017S006310    ,Eixample,Wednesday,Afternoon,1,0,1,1,2.154035,41.37874,2017-07-19 17:00:00
9825,2017-07-19 18:00:00,2017S006321    ,Les Corts,Wednesday,Afternoon,1,0,1,2,2.116253,41.37804600000001,2017-07-19 18:00:00
1741,2017-07-19 19:00:00,2017S006323    ,Eixample,Wednesday,Afternoon,1,0,1,2,2.168923,41.388493,2017-07-19 19:00:00
1814,2017-07-19 20:00:00,2017S006318    ,Eixample,Wednesday,Afternoon,1,0,1,1,2.1731700000000003,41.400095,2017-07-19 20:00:00
5148,2017-07-20 08:00:00,2017S006328    ,Sant Martí,Thursday,Morning,1,0,1,2,2.205132,41.396405,2017-07-20 08:00:00
4053,2017-07-20 09:00:00,2017S006327    ,Eixample,Thursday,Morning,1,0,1,2,2.153508,41.375736,2017-07-20 09:00:00
2616,2017-07-20 10:00:00,2017S006334    ,Sant Martí,Thursday,Morning,1,0,1,2,2.201365,41.413607,2017-07-20 10:00:00
2710,2017-07-20 11:00:00,2017S006333    ,Ciutat Vella,Thursday,Morning,1,0,1,2,2.181393,41.380916,2017-07-20 11:00:00
838,2017-07-20 12:00:00,2017S006346    ,Les Corts,Thursday,Morning,3,0,3,2,2.1213610000000003,41.384255,2017-07-20 12:00:00
1521,2017-07-20 13:00:00,2017S006339    ,Eixample,Thursday,Morning,2,0,2,2,2.144893,41.387333,2017-07-20 13:00:00
1122,2017-07-20 14:00:00,2017S006344    ,Horta-Guinardó,Thursday,Afternoon,1,0,1,2,2.172963,41.42622,2017-07-20 14:00:00
5979,2017-07-20 15:00:00,2017S006354    ,Sarrià-Sant Gervasi,Thursday,Afternoon,1,0,1,2,2.144837,41.399892,2017-07-20 15:00:00
738,2017-07-20 16:00:00,2017S006361    ,Sants-Montjuïc,Thursday,Afternoon,3,0,3,2,2.122689,41.375578,2017-07-20 16:00:00
854,2017-07-20 17:00:00,2017S006358    ,Les Corts,Thursday,Afternoon,1,0,1,2,2.111662,41.385013,2017-07-20 17:00:00
1805,2017-07-20 18:00:00,2017S006350    ,Eixample,Thursday,Afternoon,1,0,1,3,2.1824380000000003,41.398162,2017-07-20 18:00:00
2578,2017-07-20 19:00:00,2017S006352    ,Sant Martí,Thursday,Afternoon,1,0,1,2,2.208398,41.419569,2017-07-20 19:00:00
1503,2017-07-20 20:00:00,2017S006363    ,Eixample,Thursday,Afternoon,1,0,1,2,2.148679,41.379839,2017-07-20 20:00:00
1355,2017-07-20 21:00:00,2017S006353    ,Sant Martí,Thursday,Afternoon,1,0,1,2,2.208218,41.396979,2017-07-20 21:00:00
4355,2017-07-20 22:00:00,2017S006357    ,Eixample,Thursday,Night,2,0,2,2,2.165192,41.386287,2017-07-20 22:00:00
6158,2017-07-21 01:00:00,2017S006362    ,Gràcia,Friday,Night,2,0,2,1,2.156871,41.395863,2017-07-21 01:00:00
3,2017-07-21 02:00:00,2017S006364    ,Unknown,Friday,Night,1,0,1,2,2.12452894,41.33766786,2017-07-21 02:00:00
4086,2017-07-21 06:00:00,2017S006367    ,Eixample,Friday,Morning,2,0,2,1,2.147109,41.381888,2017-07-21 06:00:00
4800,2017-07-21 07:00:00,2017S006369    ,Gràcia,Friday,Morning,1,0,1,2,2.136965,41.415713,2017-07-21 07:00:00
8815,2017-07-21 08:00:00,2017S006368    ,Horta-Guinardó,Friday,Morning,1,0,1,2,2.151012,41.429863,2017-07-21 08:00:00
527,2017-07-21 09:00:00,2017S006371    ,Eixample,Friday,Morning,1,0,1,2,2.174585,41.394548,2017-07-21 09:00:00
2664,2017-07-21 10:00:00,2017S006375    ,Sant Martí,Friday,Morning,0,0,0,1,2.1945240000000004,41.40430300000001,2017-07-21 10:00:00
1652,2017-07-21 11:00:00,2017S006377    ,Eixample,Friday,Morning,1,0,1,2,2.17211,41.399928,2017-07-21 11:00:00
7598,2017-07-21 12:00:00,2017S006379    ,Nou Barris,Friday,Morning,1,0,1,2,2.161544,41.439925,2017-07-21 12:00:00
669,2017-07-21 13:00:00,2017S006380    ,Sants-Montjuïc,Friday,Morning,1,0,1,1,2.170363,41.37374000000001,2017-07-21 13:00:00
4332,2017-07-21 14:00:00,2017S006390    ,Eixample,Friday,Afternoon,3,0,3,1,2.164884,41.39216500000001,2017-07-21 14:00:00
1392,2017-07-21 15:00:00,2017S006388    ,Sant Martí,Friday,Afternoon,1,0,1,3,2.212923,41.405692,2017-07-21 15:00:00
4999,2017-07-21 16:00:00,2017S006393    ,Sant Andreu,Friday,Afternoon,1,0,1,1,2.186126,41.426241,2017-07-21 16:00:00
9280,2017-07-21 17:00:00,2017S006395    ,Ciutat Vella,Friday,Afternoon,1,0,1,2,2.187866,41.379414,2017-07-21 17:00:00
1817,2017-07-21 18:00:00,2017S006396    ,Eixample,Friday,Afternoon,2,0,2,2,2.176692,41.40444,2017-07-21 18:00:00
454,2017-07-21 19:00:00,2017S006394    ,Eixample,Friday,Afternoon,1,0,1,2,2.169936,41.399124,2017-07-21 19:00:00
591,2017-07-22 00:00:00,2017S006400    ,Eixample,Saturday,Night,2,0,2,2,2.180201,41.396482,2017-07-22 00:00:00
1417,2017-07-22 01:00:00,2017S006402    ,Ciutat Vella,Saturday,Night,2,0,2,3,2.179094,41.38355,2017-07-22 01:00:00
3862,2017-07-22 02:00:00,2017S006401    ,Sant Martí,Saturday,Night,1,0,1,1,2.202187,41.423618,2017-07-22 02:00:00
1913,2017-07-22 05:00:00,2017S006403    ,Sants-Montjuïc,Saturday,Night,6,0,6,2,2.146376,41.373293,2017-07-22 05:00:00
4501,2017-07-22 10:00:00,2017S006405    ,Sants-Montjuïc,Saturday,Morning,2,0,2,2,2.1394,41.368043,2017-07-22 10:00:00
5137,2017-07-22 12:00:00,2017S006406    ,Sant Martí,Saturday,Morning,1,0,1,2,2.199547,41.418457,2017-07-22 12:00:00
2714,2017-07-22 13:00:00,2017S006407    ,Ciutat Vella,Saturday,Morning,1,0,1,2,2.1819740000000003,41.381016,2017-07-22 13:00:00
4479,2017-07-22 15:00:00,2017S006408    ,Sants-Montjuïc,Saturday,Afternoon,0,0,0,1,2.126763,41.325436,2017-07-22 15:00:00
2436,2017-07-22 16:00:00,2017S006409    ,Nou Barris,Saturday,Afternoon,1,0,1,2,2.1790990000000003,41.43298400000001,2017-07-22 16:00:00
169,2017-07-22 17:00:00,2017S006412    ,Sant Martí,Saturday,Afternoon,1,0,1,1,2.201007,41.38794,2017-07-22 17:00:00
3896,2017-07-22 18:00:00,2017S006418    ,Sant Martí,Saturday,Afternoon,3,0,3,2,2.208398,41.419569,2017-07-22 18:00:00
6703,2017-07-22 19:00:00,2017S006414    ,Eixample,Saturday,Afternoon,1,0,1,2,2.157557,41.379477,2017-07-22 19:00:00
6965,2017-07-22 21:00:00,2017S006420    ,Eixample,Saturday,Afternoon,1,0,1,1,2.166075,41.38896,2017-07-22 21:00:00
584,2017-07-22 22:00:00,2017S006419    ,Eixample,Saturday,Night,1,0,1,2,2.175428,41.400076,2017-07-22 22:00:00
9310,2017-07-23 01:00:00,2017S006421    ,Ciutat Vella,Sunday,Night,0,0,0,1,2.178326,41.387274,2017-07-23 01:00:00
2170,2017-07-23 04:00:00,2017S006422    ,Sarrià-Sant Gervasi,Sunday,Night,0,0,0,1,2.145553,41.409468,2017-07-23 04:00:00
8796,2017-07-23 05:00:00,2017S006423    ,Horta-Guinardó,Sunday,Night,1,0,1,1,2.142716,41.426426,2017-07-23 05:00:00
4787,2017-07-23 08:00:00,2017S006425    ,Gràcia,Sunday,Morning,2,0,2,1,2.147004,41.409838,2017-07-23 08:00:00
6295,2017-07-23 10:00:00,2017S006426    ,Nou Barris,Sunday,Morning,1,0,1,2,2.17985,41.445976,2017-07-23 10:00:00
8821,2017-07-23 11:00:00,2017S006428    ,Horta-Guinardó,Sunday,Morning,1,0,1,2,2.143933,41.42803,2017-07-23 11:00:00
1106,2017-07-23 13:00:00,2017S006430    ,Horta-Guinardó,Sunday,Morning,1,0,1,2,2.171536,41.409982,2017-07-23 13:00:00
9137,2017-07-23 15:00:00,2017S006431    ,Sant Martí,Sunday,Afternoon,1,0,1,3,2.201903,41.398712,2017-07-23 15:00:00
7919,2017-07-23 16:00:00,2017S006432    ,Sant Martí,Sunday,Afternoon,1,0,1,1,2.199561,41.38798900000001,2017-07-23 16:00:00
3827,2017-07-23 20:00:00,2017S006434    ,Sant Martí,Sunday,Afternoon,1,0,1,2,2.197293,41.412396,2017-07-23 20:00:00
8096,2017-07-23 22:00:00,2017S006435    ,Eixample,Sunday,Night,6,0,6,2,2.182252,41.403495,2017-07-23 22:00:00
8072,2017-07-24 05:00:00,2017S006436    ,Eixample,Monday,Night,2,0,2,2,2.177825,41.403574,2017-07-24 05:00:00
7039,2017-07-24 09:00:00,2017S006438    ,Eixample,Monday,Morning,1,0,1,2,2.1827400000000003,41.392525,2017-07-24 09:00:00
